,source,target
102,MSQ,TLV
103,MSQ,HAJ
104,MSQ,BUD
105,MSQ,CDG
106,MSQ,FCO
107,MSQ,MXP
108,MSQ,NCE
109,MSQ,PRG
110,MSQ,VIE
111,MSQ,WAW
112,MSQ,FRA
113,MSQ,HEL
114,MSQ,SVO
115,MSQ,SXF
116,MSQ,TBS
117,MSQ,KRR
118,MSQ,EVN
119,MSQ,RIX
120,MSQ,IKA
121,MSQ,IST
122,MSQ,KUF
123,MSQ,KBP
124,MSQ,AUH
125,MSQ,BUS
126,MSQ,KUT
127,MSQ,VNO
128,MSQ,BEY
129,MSQ,ASB
130,MSQ,TSE
131,TAS,MRV
132,TAS,CEK
133,TAS,OVB
134,TAS,DME
135,TAS,KGD
136,TAS,GYD
137,TAS,LED
138,TAS,SVX
139,TAS,IKT
140,TAS,DXB
141,TAS,BKK
142,TAS,SIN
143,TAS,KUL
144,TAS,BHK
145,TAS,FEG
146,TAS,KSQ
147,TAS,NMA
148,TAS,NVI
149,TAS,SKD
150,TAS,URC
151,TAS,PEK
152,TAS,ICN
153,TAS,TLV
154,TAS,VKO
155,TAS,NCU
156,TAS,TJM
157,TAS,UFA
158,TAS,DEL
159,TAS,CDG
160,TAS,FCO
161,TAS,LHR
162,TAS,MXP
163,TAS,PRG
164,TAS,FRA
165,TAS,NRT
166,TAS,SVO
167,TAS,KRR
168,TAS,KJA
169,TAS,RIX
170,TAS,ALA
171,TAS,FRU
172,TAS,IKA
173,TAS,IST
174,TAS,SHJ
175,TAS,KUF
176,TAS,ROV
177,TAS,VOG
178,TAS,KBP
179,TAS,ATQ
180,TAS,AZN
181,TAS,TMJ
182,TAS,TSE
183,TAS,UGC
184,TAS,OMS
185,TAS,GOJ
186,TZX,SAW
187,TZX,AYT
188,TZX,IST
189,TZX,ADA
190,TZX,ADB
191,TZX,ESB
192,EVN,MRV
193,EVN,CEK
194,EVN,OVB
195,EVN,DME
196,EVN,LED
197,EVN,SVX
198,EVN,DXB
199,EVN,VKO
200,EVN,TJM
201,EVN,ATH
202,EVN,CDG
203,EVN,FCO
204,EVN,PRG
205,EVN,VIE
206,EVN,WAW
207,EVN,SVO
208,EVN,KRR
209,EVN,KJA
210,EVN,RTW
211,EVN,VOG
212,EVN,SCO
213,EVN,IKA
214,EVN,SHJ
215,EVN,OMS
216,EVN,BEY
217,EVN,KBP
218,EVN,GOJ
219,EVN,KUF
220,EVN,ROV
221,EVN,VOZ
222,EVN,DNK
223,KRR,OVB
224,KRR,DME
225,KRR,EGO
226,KRR,LED
227,KRR,SVX
228,KRR,NUX
229,KRR,LCA
230,KRR,DXB
231,KRR,MUC
232,KRR,SAW
233,KRR,FEG
234,KRR,NMA
235,KRR,TLV
236,KRR,VKO
237,KRR,ATH
238,KRR,BUD
239,KRR,PRG
240,KRR,SKG
241,KRR,VIE
242,KRR,SVO
243,KRR,VOG
244,KRR,VOZ
245,KRR,SCO
246,KRR,FRU
247,KRR,IST
248,KRR,MCX
249,KRR,RMI
250,KRR,LBD
251,KRR,PFO
252,KRR,KJA
253,DME,ASF
254,DME,MRV
255,DME,CEK
256,DME,OVB
257,DME,NBC
258,DME,TGK
259,DME,UUA
260,DME,BHK
261,DME,EGO
262,DME,FEG
263,DME,KSQ
264,DME,NMA
265,DME,NVI
266,DME,SKD
267,DME,TIV
268,DME,LED
269,DME,MJZ
270,DME,PYJ
271,DME,RTW
272,DME,LBD
273,DME,AKX
274,DME,CSY
275,DME,ESL
276,DME,GRV
277,DME,IJK
278,DME,MCX
279,DME,PES
280,DME,PEZ
281,DME,SKX
282,DME,ULV
283,DME,VKT
284,DME,VOZ
285,DME,ATH
286,DME,CFU
287,DME,HER
288,DME,KGS
289,DME,RHO
290,DME,SKG
291,DME,BUS
292,DME,DUS
293,DME,FRA
294,DME,MUC
295,DME,TXL
296,DME,HEL
297,DME,LHR
298,DME,NBE
299,DME,RIX
300,DME,FCO
301,DME,BKK
302,DME,HKG
303,DME,CEE
304,DME,KVK
305,DME,CIT
306,DME,SCO
307,DME,DMB
308,DME,KQT
309,DME,TJU
310,DME,DXB
311,DME,AUH
312,DME,SHJ
313,DME,FRU
314,DME,VIE
315,DME,AZN
316,DME,NCU
317,DME,TMJ
318,DME,UGC
319,DME,KRO
320,DME,AGP
321,DME,ALC
322,DME,BCN
323,DME,MAD
324,DME,PMI
325,DME,OMS
326,DME,GYD
327,DME,NRT
328,DME,MLA
329,DME,OSS
330,DME,GVA
331,DME,ZRH
332,DME,TLV
333,DME,CAI
334,DME,SAW
335,DME,KBP
336,DME,ODS
337,DME,DOH
338,DME,OSW
339,DME,REN
340,DME,AMM
341,DME,AAQ
342,DME,ABA
343,DME,ASB
344,DME,BAX
345,DME,BOJ
346,DME,BTK
347,DME,GOA
348,DME,GOJ
349,DME,HTA
350,DME,IKT
351,DME,KEJ
352,DME,KGD
353,DME,KJA
354,DME,KUF
355,DME,LCA
356,DME,LIS
357,DME,NJC
358,DME,NOZ
359,DME,NSK
360,DME,NUX
361,DME,NYM
362,DME,OGZ
363,DME,PEE
364,DME,PFO
365,DME,PUY
366,DME,PWQ
367,DME,RGK
368,DME,ROV
369,DME,SGC
370,DME,SIP
371,DME,STW
372,DME,SVX
373,DME,TBS
374,DME,TJM
375,DME,TOF
376,DME,UFA
377,DME,UKK
378,DME,UUD
379,DME,VAR
380,DME,VLC
381,DME,VOG
382,DME,VRN
383,DME,YKS
384,DME,BRU
385,DME,IAH
386,DME,SIN
387,DME,FKB
388,DME,LEJ
389,DME,NCE
390,DME,TUN
391,DME,LGW
392,DME,MAN
393,DME,CGN
394,DME,GBB
395,DME,KVD
396,DME,LLK
397,DME,LWN
398,DME,RMI
399,DME,CMB
400,DME,ALA
401,DME,BQS
402,DME,DLM
403,DME,DNK
404,DME,DOK
405,DME,DWC
406,DME,DYR
407,DME,GDX
408,DME,GOI
409,DME,HKT
410,DME,HMA
411,DME,HRG
412,DME,IEV
413,DME,KGF
414,DME,KHV
415,DME,KOV
416,DME,MXP
417,DME,PED
418,DME,PKC
419,DME,PUJ
420,DME,SGN
421,DME,SSH
422,DME,SYX
423,DME,TFS
424,DME,TSE
425,DME,UUS
426,DME,VNO
427,DME,VRA
428,DME,VVO
429,DME,CXR
430,DME,HAN
431,DME,NOJ
432,DME,SLY
433,DME,TGD
434,DME,UKS
435,IST,OVB
436,IST,NBC
437,IST,GYD
438,IST,LED
439,IST,SVX
440,IST,ABJ
441,IST,OUA
442,IST,ACC
443,IST,DKR
444,IST,NIM
445,IST,ZRH
446,IST,GVA
447,IST,ARN
448,IST,OSL
449,IST,GRU
450,IST,ORD
451,IST,LOS
452,IST,BCN
453,IST,DLA
454,IST,LGW
455,IST,JIB
456,IST,DXB
457,IST,JED
458,IST,NBO
459,IST,BKK
460,IST,SIN
461,IST,HKG
462,IST,KIX
463,IST,KUL
464,IST,DUS
465,IST,FDH
466,IST,MUC
467,IST,HAM
468,IST,TXL
469,IST,NAP
470,IST,SZG
471,IST,AMS
472,IST,CMN
473,IST,BLQ
474,IST,BRU
475,IST,CGN
476,IST,LYS
477,IST,TLS
478,IST,CAN
479,IST,URC
480,IST,PEK
481,IST,PVG
482,IST,ICN
483,IST,LAX
484,IST,CAI
485,IST,TLV
486,IST,VKO
487,IST,UFA
488,IST,DAC
489,IST,MCT
490,IST,KTM
491,IST,JFK
492,IST,DEL
493,IST,KBL
494,IST,ISB
495,IST,MZR
496,IST,AYT
497,IST,BSL
498,IST,HRG
499,IST,PRN
500,IST,SKP
501,IST,AGP
502,IST,STR
503,IST,ALG
504,IST,ATH
505,IST,HAJ
506,IST,BEG
507,IST,BHX
508,IST,BIO
509,IST,BRE
510,IST,BUD
511,IST,CDG
512,IST,DUB
513,IST,EDI
514,IST,FCO
515,IST,LEJ
516,IST,LHR
517,IST,LIS
518,IST,MAN
519,IST,MXP
520,IST,NCE
521,IST,PRG
522,IST,SJJ
523,IST,SKG
524,IST,TUN
525,IST,VCE
526,IST,VIE
527,IST,WAW
528,IST,ZAG
529,IST,MAD
530,IST,NUE
531,IST,TRN
532,IST,FRA
533,IST,HEL
534,IST,MBA
535,IST,NRT
536,IST,SVO
537,IST,JNB
538,IST,BOM
539,IST,TBS
540,IST,CPH
541,IST,RIX
542,IST,ALA
543,IST,FRU
544,IST,IKA
545,IST,ADA
546,IST,ADB
547,IST,BJV
548,IST,DIY
549,IST,DLM
550,IST,ECN
551,IST,ERZ
552,IST,EZS
553,IST,GNY
554,IST,GZP
555,IST,GZT
556,IST,MLX
557,IST,ODS
558,IST,BEN
559,IST,MRA
560,IST,TIP
561,IST,YYZ
562,IST,MRS
563,IST,AAE
564,IST,CZL
565,IST,ORN
566,IST,AUH
567,IST,ESB
568,IST,BAH
569,IST,LJU
570,IST,GUW
571,IST,SCO
572,IST,TSE
573,IST,EBL
574,IST,ISU
575,IST,LTN
576,IST,MLA
577,IST,KWI
578,IST,BEY
579,IST,HBE
580,IST,KBP
581,IST,SSH
582,IST,DNK
583,IST,DOK
584,IST,OSS
585,IST,DOH
586,IST,AMM
587,IST,OTP
588,IST,BLL
589,IST,GOT
590,IST,AAL
591,IST,ROV
592,IST,DMM
593,IST,MED
594,IST,RUH
595,IST,ASB
596,IST,ADD
597,IST,ADE
598,IST,ADF
599,IST,AJI
600,IST,AQJ
601,IST,ASR
602,IST,BAL
603,IST,BGG
604,IST,BGW
605,IST,BSR
606,IST,BUS
607,IST,CND
608,IST,DAR
609,IST,DNZ
610,IST,EBB
611,IST,ELQ
612,IST,ERC
613,IST,FIH
614,IST,GOA
615,IST,HTY
616,IST,IAD
617,IST,IAH
618,IST,IFN
619,IST,IGD
620,IST,ISE
621,IST,JRO
622,IST,KAN
623,IST,KCM
624,IST,KFS
625,IST,KGL
626,IST,KHI
627,IST,KRT
628,IST,KSH
629,IST,KSY
630,IST,KVD
631,IST,KYA
632,IST,KZR
633,IST,LHE
634,IST,LUX
635,IST,LWO
636,IST,MHD
637,IST,MLE
638,IST,MQM
639,IST,MSR
640,IST,MZH
641,IST,NAJ
642,IST,NAV
643,IST,NJF
644,IST,NOP
645,IST,NSI
646,IST,OSM
647,IST,RTM
648,IST,SAH
649,IST,SOF
650,IST,SYZ
651,IST,TBZ
652,IST,TGD
653,IST,TIA
654,IST,TIF
655,IST,TLL
656,IST,VAN
657,IST,VAS
658,IST,VLC
659,IST,VNO
660,IST,YNB
661,IST,LBV
662,IST,NDJ
663,LED,ASF
664,LED,MRV
665,LED,CEK
666,LED,OVB
667,LED,NBC
668,LED,UUA
669,LED,EGO
670,LED,KGD
671,LED,GYD
672,LED,ARH
673,LED,MMK
674,LED,SCW
675,LED,LBD
676,LED,CSY
677,LED,IAR
678,LED,KVX
679,LED,MCX
680,LED,SKX
681,LED,VOG
682,LED,VOZ
683,LED,ATH
684,LED,HER
685,LED,RHO
686,LED,SKG
687,LED,TXL
688,LED,CDG
689,LED,VCE
690,LED,HEL
691,LED,FCO
692,LED,MXP
693,LED,LHR
694,LED,NBE
695,LED,RIX
696,LED,CEE
697,LED,UCT
698,LED,OSL
699,LED,CIT
700,LED,KQT
701,LED,TJU
702,LED,DXB
703,LED,BOJ
704,LED,DUS
705,LED,HAM
706,LED,PEK
707,LED,AZN
708,LED,BHK
709,LED,FEG
710,LED,KSQ
711,LED,NMA
712,LED,NVI
713,LED,SKD
714,LED,UGC
715,LED,IJK
716,LED,BCN
717,LED,KVD
718,LED,ALA
719,LED,TSE
720,LED,ICN
721,LED,AMS
722,LED,MLA
723,LED,FRA
724,LED,MUC
725,LED,WAW
726,LED,GVA
727,LED,ZRH
728,LED,TLV
729,LED,KLV
730,LED,PRG
731,LED,VIE
732,LED,TLL
733,LED,KBP
734,LED,REN
735,LED,YKS
736,LED,ARN
737,LED,CPH
738,LED,AAQ
739,LED,AYT
740,LED,FRU
741,LED,KGF
742,LED,KJA
743,LED,KUF
744,LED,LCA
745,LED,NCE
746,LED,OMS
747,LED,OSS
748,LED,PEE
749,LED,ROV
750,LED,SIP
751,LED,SVO
752,LED,SVX
753,LED,SXF
754,LED,TFS
755,LED,TJM
756,LED,UFA
757,LED,VKO
758,LED,LLK
759,LED,TIV
760,LED,DWC
761,LED,HKT
762,LED,PED
763,LED,PUJ
764,LED,NSK
765,LED,VNO
766,OMS,OVB
767,OMS,GYD
768,OMS,NJC
769,OMS,NUX
770,OMS,DWC
771,OMS,SAW
772,OMS,SVO
773,OMS,TSE
774,OMS,HMA
775,SVO,ASF
776,SVO,MRV
777,SVO,CEK
778,SVO,OVB
779,SVO,NBC
780,SVO,KGD
781,SVO,GYD
782,SVO,SVX
783,SVO,NJC
784,SVO,NUX
785,SVO,IKT
786,SVO,HTA
787,SVO,YKS
788,SVO,ZRH
789,SVO,GVA
790,SVO,LCA
791,SVO,TFS
792,SVO,ARN
793,SVO,OSL
794,SVO,BCN
795,SVO,DXB
796,SVO,BKK
797,SVO,HKG
798,SVO,SGN
799,SVO,DRS
800,SVO,DUS
801,SVO,MUC
802,SVO,HAM
803,SVO,TXL
804,SVO,AMS
805,SVO,CMN
806,SVO,BLQ
807,SVO,BRU
808,SVO,CAN
809,SVO,URC
810,SVO,PEK
811,SVO,PVG
812,SVO,ICN
813,SVO,LAX
814,SVO,CAI
815,SVO,TLV
816,SVO,TJM
817,SVO,UFA
818,SVO,JFK
819,SVO,MIA
820,SVO,PUJ
821,SVO,HAV
822,SVO,DEL
823,SVO,AYT
824,SVO,HRG
825,SVO,AGP
826,SVO,STR
827,SVO,ALG
828,SVO,ATH
829,SVO,HAJ
830,SVO,BEG
831,SVO,BUD
832,SVO,CDG
833,SVO,CTA
834,SVO,FCO
835,SVO,HER
836,SVO,LHR
837,SVO,MXP
838,SVO,NCE
839,SVO,PMO
840,SVO,PRG
841,SVO,PSA
842,SVO,RHO
843,SVO,SKG
844,SVO,VCE
845,SVO,VIE
846,SVO,WAW
847,SVO,ZAG
848,SVO,MAD
849,SVO,FRA
850,SVO,HEL
851,SVO,KRK
852,SVO,HAN
853,SVO,NRT
854,SVO,ARH
855,SVO,MMK
856,SVO,SCW
857,SVO,MRS
858,SVO,FRU
859,SVO,RIX
860,SVO,IAD
861,SVO,BOJ
862,SVO,SOF
863,SVO,VAR
864,SVO,IKA
865,SVO,LJU
866,SVO,ALA
867,SVO,TSE
868,SVO,MLA
869,SVO,BEY
870,SVO,KLV
871,SVO,ULN
872,SVO,TLL
873,SVO,OTP
874,SVO,CPH
875,SVO,AAQ
876,SVO,ABA
877,SVO,BAX
878,SVO,DNK
879,SVO,DOK
880,SVO,GDZ
881,SVO,GOJ
882,SVO,HRK
883,SVO,KBP
884,SVO,KEJ
885,SVO,KGF
886,SVO,KHV
887,SVO,KJA
888,SVO,KUF
889,SVO,MLE
890,SVO,MQF
891,SVO,NOZ
892,SVO,ODS
893,SVO,PEE
894,SVO,PKC
895,SVO,REN
896,SVO,ROV
897,SVO,SGC
898,SVO,SIP
899,SVO,STW
900,SVO,SXF
901,SVO,TOF
902,SVO,UUD
903,SVO,UUS
904,SVO,VNO
905,SVO,VOG
906,SVO,VVO
907,SVO,YYZ
908,SVO,NBE
909,SVO,SSH
910,SVX,MRV
911,SVX,OVB
912,SVX,NBC
913,SVX,GYD
914,SVX,NJC
915,SVX,NUX
916,SVX,OVS
917,SVX,RTW
918,SVX,KRO
919,SVX,KUF
920,SVX,MQF
921,SVX,SCW
922,SVX,UFA
923,SVX,ULV
924,SVX,URJ
925,SVX,HEL
926,SVX,DMB
927,SVX,KQT
928,SVX,TJU
929,SVX,DWC
930,SVX,SHJ
931,SVX,NMA
932,SVX,IJK
933,SVX,TSE
934,SVX,FRU
935,SVX,OSS
936,SVX,PRG
937,SVX,KBP
938,SVX,PEK
939,SVX,ROV
940,SVX,LBD
941,SVX,CDG
942,SVX,DXB
943,SVX,FCO
944,SVX,HRB
945,SVX,KJA
946,SVX,KLV
947,SVX,LCA
948,SVX,MUC
949,SVX,NSK
950,SVX,SKD
951,SVX,TLV
952,SVX,BKK
953,SVX,HKT
954,SVX,HRG
955,SVX,SSH
956,SVX,VKO
957,SVX,EYK
958,SVX,GOJ
959,SVX,HMA
960,SVX,SGC
961,SVX,KGP
962,SVX,NOJ
963,SVX,NYA
964,SVX,NYM
965,SVX,SLY
966,LBD,CEK
967,LBD,OVB
968,LBD,NJC
969,LBD,URC
970,LBD,TJM
971,LBD,UFA
972,LBD,KJA
973,LBD,SGC
974,LBD,REN
975,LBD,ROV
976,LBD,HMA
977,LBD,GOJ
978,LBD,KUF
979,VKO,MRV
980,VKO,OVB
981,VKO,NUX
982,VKO,BTK
983,VKO,IKT
984,VKO,YKS
985,VKO,DWC
986,VKO,HKT
987,VKO,DUS
988,VKO,TXL
989,VKO,PEK
990,VKO,LAX
991,VKO,TLV
992,VKO,EYK
993,VKO,NCU
994,VKO,NYM
995,VKO,OVS
996,VKO,UCT
997,VKO,TBS
998,VKO,KUT
999,VKO,RIX
1000,VKO,CEE
1001,VKO,FRA
1002,VKO,OZH
1003,VKO,VIE
1004,VKO,IEV
1005,VKO,LWO
1006,VKO,NER
1007,VKO,PWE
1008,VKO,AYT
1009,VKO,ESB
1010,VKO,AGP
1011,VKO,ALA
1012,VKO,CIT
1013,VKO,CUN
1014,VKO,DLM
1015,VKO,FCO
1016,VKO,GUW
1017,VKO,HER
1018,VKO,HRG
1019,VKO,JFK
1020,VKO,KJA
1021,VKO,KSN
1022,VKO,KUF
1023,VKO,LHR
1024,VKO,MAD
1025,VKO,MIA
1026,VKO,MLE
1027,VKO,MRU
1028,VKO,MXP
1029,VKO,NSK
1030,VKO,ODS
1031,VKO,ORY
1032,VKO,PFO
1033,VKO,SCO
1034,VKO,SEZ
1035,VKO,SSH
1036,VKO,TSE
1037,VKO,VCE
1038,VKO,YYZ
1039,VKO,GOJ
1040,VKO,KVX
1041,VKO,TBW
1042,VKO,URS
1043,VKO,VNO
1044,VKO,VOZ
1045,VKO,BUD
1046,KJA,OVB
1047,KJA,GYD
1048,KJA,IKT
1049,KJA,YKS
1050,KJA,MJZ
1051,KJA,DXB
1052,KJA,BKK
1053,KJA,NMA
1054,KJA,SKD
1055,KJA,PEK
1056,KJA,NZH
1057,KJA,FRU
1058,KJA,OSS
1059,KJA,KHV
1060,KJA,IAA
1061,KJA,NSK
1062,KJA,TGP
1063,KJA,THX
1064,KJA,TOF
1065,KJA,UUD
1066,NSK,OVB
1067,NSK,UFA
1068,NSK,KUF
1069,NSK,ABA
1070,NSK,GOJ
1071,ASF,MRV
1072,ASF,SCO
1073,ASF,SAW
1074,CEK,OVB
1075,CEK,PRG
1076,CEK,FRU
1077,CEK,OSS
1078,CEK,DWC
1079,CEK,NMA
1080,EGO,KGD
1081,EGO,KUF
1082,EGO,ROV
1083,EGO,FRU
1084,EGO,GOJ
1085,AYT,ZRH
1086,AYT,BRS
1087,AYT,GVA
1088,AYT,TRF
1089,AYT,OSL
1090,AYT,LGW
1091,AYT,DRS
1092,AYT,DUS
1093,AYT,FDH
1094,AYT,MUC
1095,AYT,HAM
1096,AYT,TXL
1097,AYT,GRZ
1098,AYT,SZG
1099,AYT,AMS
1100,AYT,BRU
1101,AYT,CGN
1102,AYT,SAW
1103,AYT,FMO
1104,AYT,LEJ
1105,AYT,NUE
1106,AYT,PAD
1107,AYT,STR
1108,AYT,HEL
1109,AYT,FRA
1110,AYT,HAJ
1111,AYT,SXF
1112,AYT,BGO
1113,AYT,TRD
1114,AYT,VIE
1115,AYT,EIN
1116,AYT,GRQ
1117,AYT,RTM
1118,AYT,MST
1119,AYT,LUX
1120,AYT,ADA
1121,AYT,ADB
1122,AYT,BLL
1123,AYT,CPH
1124,AYT,ECN
1125,AYT,PRG
1126,AYT,BRE
1127,AYT,ERF
1128,AYT,KSF
1129,AYT,RLG
1130,AYT,ROV
1131,AYT,BHX
1132,AYT,GLA
1133,AYT,MAN
1134,AYT,BGW
1135,AYT,EBL
1136,AYT,ESB
1137,AYT,LTN
1138,AYT,ORY
1139,AYT,BSL
1140,AYT,KBP
1141,AYT,ZQW
1142,AYT,LNZ
1143,AYT,LBA
1144,DWC,MRV
1145,DWC,OVB
1146,DWC,MNL
1147,DWC,BWN
1148,DWC,LHR
1149,DWC,AMD
1150,DWC,AMM
1151,DWC,BAH
1152,DWC,BEY
1153,DWC,CGP
1154,DWC,CMB
1155,DWC,DMM
1156,DWC,DOH
1157,DWC,DOK
1158,DWC,IEV
1159,DWC,JED
1160,DWC,KBL
1161,DWC,KRT
1162,DWC,KTM
1163,DWC,KUF
1164,DWC,KWI
1165,DWC,MCT
1166,DWC,MLE
1167,DWC,ODS
1168,DWC,RUH
1169,DWC,UFA
1170,DWC,KUL
1171,DWC,GOJ
1172,DWC,PEE
1173,DWC,TJM
1174,DWC,BUD
1175,DWC,OTP
1176,DWC,SOF
1177,SHJ,JED
1178,SHJ,NBO
1179,SHJ,SAW
1180,SHJ,CAI
1181,SHJ,UFA
1182,SHJ,DAC
1183,SHJ,CGP
1184,SHJ,MCT
1185,SHJ,KTM
1186,SHJ,DEL
1187,SHJ,ISB
1188,SHJ,AMD
1189,SHJ,BLR
1190,SHJ,BOM
1191,SHJ,GOI
1192,SHJ,HYD
1193,SHJ,JAI
1194,SHJ,MAA
1195,SHJ,PNQ
1196,SHJ,COK
1197,SHJ,NAG
1198,SHJ,TRV
1199,SHJ,CJB
1200,SHJ,ALA
1201,SHJ,IKA
1202,SHJ,CCJ
1203,SHJ,ADE
1204,SHJ,RIY
1205,SHJ,AHB
1206,SHJ,AMM
1207,SHJ,ATZ
1208,SHJ,BAH
1209,SHJ,BEY
1210,SHJ,BGW
1211,SHJ,BSR
1212,SHJ,CIT
1213,SHJ,CMB
1214,SHJ,DMM
1215,SHJ,DOH
1216,SHJ,DOK
1217,SHJ,EBL
1218,SHJ,ELQ
1219,SHJ,HAS
1220,SHJ,HBE
1221,SHJ,HMB
1222,SHJ,HOF
1223,SHJ,HRK
1224,SHJ,KBP
1225,SHJ,KHI
1226,SHJ,KRT
1227,SHJ,KWI
1228,SHJ,LRR
1229,SHJ,MED
1230,SHJ,MHD
1231,SHJ,NJF
1232,SHJ,ODS
1233,SHJ,PEW
1234,SHJ,ROV
1235,SHJ,RUH
1236,SHJ,SKT
1237,SHJ,SLL
1238,SHJ,SYZ
1239,SHJ,TIF
1240,SHJ,TSE
1241,SHJ,YNB
1242,SHJ,IXE
1243,SHJ,DEA
1244,SHJ,LHE
1245,SHJ,MUX
1246,SHJ,TUK
1247,SHJ,UET
1248,SHJ,AUH
1249,SHJ,BBO
1250,SHJ,HGA
1251,FEG,OVB
1252,ALA,OVB
1253,ALA,GYD
1254,ALA,BKK
1255,ALA,HKG
1256,ALA,KUL
1257,ALA,SGN
1258,ALA,AMS
1259,ALA,SAW
1260,ALA,URC
1261,ALA,PEK
1262,ALA,ICN
1263,ALA,DEL
1264,ALA,LHR
1265,ALA,PRG
1266,ALA,FRA
1267,ALA,TBS
1268,ALA,AKX
1269,ALA,CIT
1270,ALA,DMB
1271,ALA,DZN
1272,ALA,KGF
1273,ALA,KOV
1274,ALA,KSN
1275,ALA,PLX
1276,ALA,PPK
1277,ALA,SCO
1278,ALA,TSE
1279,ALA,UKK
1280,ALA,AUH
1281,ALA,FRU
1282,ALA,GUW
1283,ALA,KBP
1284,ALA,KUF
1285,ALA,KZO
1286,ALA,PWQ
1287,ALA,IKA
1288,UFA,GYD
1289,UFA,NUX
1290,UFA,TJM
1291,UFA,PRG
1292,UFA,SGC
1293,UFA,NOJ
1294,UFA,NYM
1295,FRU,OVB
1296,FRU,IKT
1297,FRU,DXB
1298,FRU,SAW
1299,FRU,URC
1300,FRU,TSE
1301,FRU,SGC
1302,FRU,OSS
1303,FRU,ULN
1304,OSS,OVB
1305,OSS,IKT
1306,OSS,URC
1307,OSS,SGC
1308,OSS,KUF
1309,MRV,RTW
1310,MRV,SAW
1311,MRV,SCO
1312,MRV,DXB
1313,MRV,GYD
1314,MRV,TLV
1315,SCO,GYD
1316,SCO,TBS
1317,SCO,AKX
1318,SCO,MCX
1319,SCO,TSE
1320,SCO,CIT
1321,SCO,GUW
1322,SCO,KZO
1323,SCO,URA
1324,SAW,GYD
1325,SAW,ZRH
1326,SAW,ARN
1327,SAW,BCN
1328,SAW,LGW
1329,SAW,DXB
1330,SAW,JED
1331,SAW,DUS
1332,SAW,MUC
1333,SAW,HAM
1334,SAW,TXL
1335,SAW,AMS
1336,SAW,CMN
1337,SAW,BGY
1338,SAW,BLQ
1339,SAW,BRU
1340,SAW,CGN
1341,SAW,DTM
1342,SAW,HAJ
1343,SAW,STR
1344,SAW,NUE
1345,SAW,SXF
1346,SAW,RIX
1347,SAW,EIN
1348,SAW,RTM
1349,SAW,KWI
1350,SAW,BEG
1351,SAW,MLA
1352,SAW,ADA
1353,SAW,ADB
1354,SAW,ASR
1355,SAW,ATH
1356,SAW,BAL
1357,SAW,BEY
1358,SAW,BJV
1359,SAW,BSL
1360,SAW,CPH
1361,SAW,CRL
1362,SAW,DIY
1363,SAW,DLM
1364,SAW,DNZ
1365,SAW,DOH
1366,SAW,DOK
1367,SAW,EBU
1368,SAW,ECN
1369,SAW,EDO
1370,SAW,ERC
1371,SAW,ERZ
1372,SAW,ESB
1373,SAW,EZS
1374,SAW,FCO
1375,SAW,FRA
1376,SAW,GNY
1377,SAW,GZP
1378,SAW,GZT
1379,SAW,HRK
1380,SAW,HTY
1381,SAW,IKA
1382,SAW,KCM
1383,SAW,KYA
1384,SAW,LWO
1385,SAW,MAD
1386,SAW,MLX
1387,SAW,MQM
1388,SAW,MRS
1389,SAW,MSR
1390,SAW,MZH
1391,SAW,NAV
1392,SAW,ORY
1393,SAW,OTP
1394,SAW,PRN
1395,SAW,SJJ
1396,SAW,SKP
