,source,target
215,26,15
216,26,62
217,26,140
218,26,482
219,26,501
220,26,662
221,26,672
222,26,723
223,26,728
224,26,86
225,181,163
226,181,177
227,181,180
228,488,487
229,488,482
230,488,509
231,488,511
232,488,550
233,488,632
234,488,493
235,488,556
236,11,18
237,11,171
238,18,13
239,18,16
240,18,19
241,18,23
242,18,29
243,18,78
244,18,566
245,18,20
246,18,108
247,18,533
248,171,127
249,171,135
250,171,158
251,171,160
252,171,172
253,171,727
254,12,733
255,12,153
256,733,32
257,733,153
258,733,284
259,733,734
260,733,938
261,733,958
262,14,13
263,14,185
264,14,225
265,14,723
266,14,32
267,13,29
268,13,23
269,13,108
270,29,30
271,29,32
272,29,249
273,29,534
274,29,623
275,29,688
276,185,32
277,185,184
278,185,723
279,185,284
280,185,721
281,185,734
282,185,766
283,225,62
284,225,64
285,225,145
286,225,244
287,225,320
288,723,32
289,723,721
290,723,722
291,723,615
292,723,638
293,723,724
294,723,734
295,723,735
296,723,737
297,723,766
298,19,15
299,19,17
300,19,78
301,19,86
302,19,145
303,15,30
304,15,84
305,15,145
306,15,475
307,30,35
308,30,36
309,17,16
310,17,22
311,17,84
312,17,86
313,17,161
314,17,263
315,16,85
316,85,24
317,85,83
318,85,86
319,85,661
320,85,869
321,22,145
322,22,286
323,22,298
324,23,20
325,23,24
326,23,557
327,23,566
328,23,569
329,23,602
330,23,108
331,78,54
332,78,79
333,566,20
334,566,190
335,566,562
336,566,567
337,566,568
338,566,569
339,566,606
340,566,611
341,566,857
342,566,570
343,20,21
344,20,108
345,20,556
346,20,557
347,20,611
348,108,93
349,108,141
350,108,148
351,108,415
352,108,585
353,108,596
354,108,617
355,108,660
356,108,675
357,108,143
358,108,416
359,556,535
360,556,540
361,556,555
362,556,532
363,556,550
364,556,557
365,556,558
366,556,560
367,556,561
368,556,632
369,556,670
370,556,717
371,556,872
372,556,899
373,556,960
374,556,1010
375,557,432
376,557,452
377,557,542
378,557,550
379,557,151
380,557,498
381,557,540
382,557,555
383,557,558
384,557,559
385,557,560
386,557,629
387,557,632
388,557,641
389,557,680
390,557,682
391,557,713
392,557,717
393,557,808
394,557,960
395,557,1014
396,611,562
397,611,560
398,611,743
399,611,857
400,611,859
401,611,873
402,611,874
403,24,83
404,24,552
405,24,562
406,602,478
407,602,562
408,602,563
409,602,573
410,602,603
411,602,605
412,83,84
413,83,712
414,552,536
415,552,549
416,552,553
417,552,710
418,552,768
419,552,554
420,552,1018
421,562,82
422,562,467
423,562,473
424,562,477
425,562,478
426,562,523
427,562,524
428,562,534
429,562,539
430,562,543
431,562,432
432,562,457
433,562,472
434,562,563
435,562,564
436,562,572
437,562,576
438,562,622
439,562,683
440,562,748
441,562,762
442,562,684
443,139,137
444,139,110
445,139,140
446,139,661
447,139,697
448,139,713
449,139,692
450,139,700
451,139,801
452,139,806
453,184,500
454,184,724
455,184,729
456,184,722
457,184,727
458,481,161
459,481,480
460,481,482
461,481,526
462,481,636
463,481,719
464,481,720
465,481,486
466,487,471
467,487,489
468,487,607
469,487,735
470,487,491
471,487,548
472,500,478
473,500,491
474,500,496
475,500,501
476,500,547
477,500,614
478,500,724
479,500,729
480,500,740
481,500,775
482,500,777
483,500,848
484,500,563
485,661,659
486,661,510
487,661,662
488,671,659
489,671,663
490,671,669
491,671,672
492,671,677
493,671,675
494,729,724
495,729,727
496,729,728
497,729,736
498,729,738
499,729,905
500,729,914
501,862,249
502,862,437
503,862,629
504,862,665
505,862,846
506,862,385
507,862,863
508,862,864
509,864,257
510,864,336
511,864,589
512,864,232
513,864,568
514,864,865
515,864,866
516,864,869
517,864,899
518,864,868
519,62,44
520,62,61
521,62,64
522,62,178
523,62,226
524,62,248
525,62,255
526,62,322
527,62,470
528,62,509
529,62,531
530,62,719
531,62,728
532,62,734
533,62,757
534,62,63
535,62,86
536,62,356
537,140,120
538,140,137
539,140,138
540,140,660
541,140,662
542,140,714
543,140,470
544,140,698
545,482,660
546,482,719
547,482,721
548,482,747
549,482,876
550,482,484
551,482,497
552,482,887
553,501,497
554,501,548
555,501,615
556,501,728
557,501,779
558,501,849
559,501,1006
560,501,620
561,501,639
562,662,656
563,662,660
564,662,511
565,662,664
566,662,719
567,662,721
568,672,369
569,672,664
570,672,670
571,672,678
572,728,322
573,728,471
574,728,548
575,728,725
576,728,735
577,728,906
578,728,990
579,728,737
580,728,915
581,28,27
582,28,74
583,28,33
584,28,240
585,27,199
586,74,61
587,32,31
588,32,790
589,32,824
590,32,972
591,249,229
592,249,250
593,249,263
594,534,158
595,534,491
596,534,492
597,534,530
598,534,160
599,534,472
600,534,531
601,534,535
602,534,539
603,534,549
604,534,576
605,534,578
606,534,607
607,534,572
608,534,574
609,623,613
610,623,618
611,623,622
612,688,63
613,688,65
614,688,69
615,688,222
616,688,247
617,688,469
618,688,519
619,688,522
620,688,549
621,688,551
622,688,641
623,688,652
624,688,67
625,688,166
626,688,510
627,688,665
628,688,679
629,688,689
630,688,744
631,688,881
632,688,713
633,688,720
634,688,722
635,31,71
636,31,81
637,31,477
638,31,643
639,31,654
640,31,658
641,31,666
642,31,790
643,71,229
644,71,643
645,71,235
646,81,76
647,81,82
648,477,88
649,477,200
650,477,240
651,477,251
652,477,326
653,477,345
654,477,390
655,477,207
656,477,325
657,477,475
658,643,285
659,643,642
660,643,644
661,643,751
662,654,33
663,654,55
664,654,166
665,654,173
666,654,355
667,654,651
668,654,106
669,654,655
670,654,656
671,654,820
672,654,973
673,654,886
674,658,34
675,658,36
676,658,163
677,658,165
678,658,494
679,658,495
680,658,511
681,658,529
682,658,200
683,658,660
684,658,664
685,658,840
686,658,857
687,658,870
688,658,883
689,658,893
690,658,950
691,658,668
692,666,34
693,666,56
694,666,73
695,666,165
696,666,205
697,666,250
698,666,311
699,666,655
700,666,664
701,666,665
702,666,36
703,666,663
704,666,674
705,666,865
706,666,689
707,790,785
708,790,739
709,824,817
710,824,818
711,824,801
712,824,812
713,824,825
714,824,826
715,824,994
716,972,970
717,972,976
718,972,995
719,972,1020
720,33,34
721,33,35
722,33,75
723,33,199
724,33,37
725,33,53
726,33,55
727,33,86
728,33,106
729,33,109
730,33,178
731,33,201
732,33,651
733,33,887
734,34,36
735,34,54
736,34,107
737,34,187
738,34,200
739,34,337
740,34,655
741,34,38
742,34,165
743,34,202
744,35,36
745,35,65
746,35,201
747,35,213
748,35,217
749,35,663
750,35,665
751,35,746
752,35,890
753,35,37
754,35,42
755,35,310
756,35,656
757,35,892
758,75,46
759,75,53
760,75,76
761,75,106
762,75,199
763,75,204
764,75,297
765,75,608
766,75,651
767,75,656
768,75,727
769,75,791
770,75,909
771,75,711
772,75,741
773,199,53
774,199,109
775,199,186
776,199,200
777,199,201
778,199,209
779,199,213
780,36,66
781,36,202
782,36,38
783,36,893
784,54,47
785,54,53
786,54,59
787,54,104
788,54,200
789,54,188
790,54,211
791,54,803
792,107,106
793,107,142
794,187,186
795,200,38
796,200,202
797,200,208
798,200,210
799,200,374
800,200,337
801,337,202
802,337,47
803,337,338
804,655,56
805,655,163
806,655,311
807,655,470
808,655,647
809,655,653
810,655,645
811,655,660
812,655,747
813,655,825
814,655,821
815,655,823
816,655,836
817,65,66
818,65,287
819,65,67
820,65,121
821,65,180
822,65,241
823,201,37
824,201,202
825,201,209
826,201,210
827,201,250
828,201,257
829,201,561
830,201,656
831,213,55
832,213,210
833,213,214
834,213,217
835,213,257
836,213,349
837,213,890
838,213,230
839,213,251
840,213,312
841,213,314
842,217,70
843,217,218
844,217,665
845,217,230
846,663,633
847,663,659
848,663,622
849,663,664
850,663,665
851,663,722
852,663,846
853,663,924
854,663,951
855,663,673
856,663,831
857,663,875
858,663,964
859,663,968
860,665,55
861,665,659
862,665,622
863,665,679
864,665,890
865,665,968
866,665,674
867,665,744
868,665,951
869,746,289
870,746,692
871,746,713
872,746,721
873,746,744
874,746,747
875,746,749
876,746,764
877,746,791
878,746,901
879,890,312
880,890,429
881,890,715
882,890,748
883,890,760
884,890,869
885,890,891
886,890,951
887,890,959
888,890,964
889,890,892
890,890,895
891,890,897
892,890,901
893,66,288
894,66,72
895,66,122
896,66,242
897,202,38
898,202,208
899,202,210
900,202,268
901,202,584
902,202,608
903,202,674
904,202,236
905,202,766
906,37,38
907,37,39
908,37,673
909,37,76
910,37,312
911,38,40
912,38,179
913,38,673
914,38,674
915,38,208
916,38,313
917,39,40
918,39,41
919,39,46
920,39,91
921,39,656
922,39,235
923,39,307
924,673,63
925,673,164
926,673,289
927,673,312
928,673,314
929,673,640
930,673,667
931,673,549
932,673,633
933,673,659
934,673,669
935,673,674
936,673,677
937,673,675
938,673,722
939,40,806
940,40,208
941,179,165
942,179,178
943,179,698
944,179,738
945,179,751
946,179,755
947,179,843
948,179,764
949,179,766
950,674,165
951,674,167
952,674,290
953,674,294
954,674,313
955,674,368
956,674,660
957,674,664
958,674,668
959,674,129
960,674,634
961,674,670
962,674,676
963,674,721
964,674,852
965,674,863
966,674,865
967,674,965
968,674,680
969,674,703
970,674,808
971,674,876
972,41,42
973,41,91
974,41,68
975,46,44
976,46,47
977,46,48
978,46,49
979,46,51
980,46,90
981,46,155
982,46,222
983,46,724
984,46,727
985,46,765
986,46,766
987,46,921
988,91,90
989,91,125
990,656,42
991,656,310
992,656,355
993,656,561
994,656,585
995,656,651
996,656,653
997,656,55
998,656,660
999,656,835
1000,656,974
1001,806,208
1002,806,303
1003,806,304
1004,806,305
1005,806,791
1006,806,792
1007,806,798
1008,806,802
1009,806,807
1010,806,808
1011,806,827
1012,42,799
1013,42,660
1014,42,668
1015,799,304
1016,799,639
1017,799,693
1018,799,772
1019,799,798
1020,799,792
1021,45,44
1022,45,47
1023,45,667
1024,44,51
1025,44,64
1026,44,226
1027,44,235
1028,44,449
1029,51,50
1030,51,52
1031,51,57
1032,51,90
1033,51,724
1034,64,63
1035,64,61
1036,64,145
1037,64,192
1038,64,248
1039,64,531
1040,64,265
1041,47,50
1042,47,52
1043,47,58
1044,47,73
1045,47,76
1046,47,90
1047,47,205
1048,47,260
1049,47,298
1050,47,765
1051,47,233
1052,47,803
1053,48,221
1054,48,222
1055,48,648
1056,48,767
1057,48,798
1058,48,212
1059,49,50
1060,49,206
1061,49,328
1062,49,334
1063,49,359
1064,90,53
1065,90,103
1066,90,910
1067,155,115
1068,155,146
1069,155,154
1070,155,272
1071,155,485
1072,155,616
1073,155,617
1074,155,619
1075,155,878
1076,155,191
1077,222,218
1078,222,221
1079,222,158
1080,222,180
1081,222,198
1082,222,272
1083,222,385
1084,222,648
1085,222,677
1086,222,681
1087,222,722
1088,222,732
1089,222,844
1090,222,851
1091,222,875
1092,724,722
1093,724,727
1094,724,795
1095,727,814
1096,727,909
1097,765,686
1098,765,687
1099,765,763
1100,765,766
1101,765,784
1102,765,991
1103,766,236
1104,766,721
1105,766,759
1106,766,764
1107,766,378
1108,766,631
1109,766,679
1110,766,769
1111,766,776
1112,766,843
1113,766,990
1114,766,993
1115,766,767
1116,921,783
1117,921,381
1118,921,382
1119,921,922
1120,921,923
1121,921,1020
1122,50,698
1123,50,328
1124,52,76
1125,52,320
1126,52,668
1127,58,57
1128,58,80
1129,58,470
1130,58,910
1131,73,72
1132,73,56
1133,73,144
1134,73,205
1135,73,143
1136,73,235
1137,76,193
1138,76,203
1139,76,277
1140,76,298
1141,76,653
1142,76,803
1143,205,56
1144,205,186
1145,205,206
1146,205,210
1147,205,215
1148,205,259
1149,205,266
1150,205,267
1151,205,235
1152,260,257
1153,260,261
1154,260,263
1155,260,283
1156,260,648
1157,260,269
1158,260,742
1159,298,286
1160,298,297
1161,221,648
1162,648,269
1163,648,274
1164,648,279
1165,648,283
1166,648,314
1167,648,319
1168,648,646
1169,648,647
1170,648,705
1171,648,797
1172,648,742
1173,648,798
1174,767,239
1175,767,721
1176,767,378
1177,767,631
1178,767,681
1179,767,761
1180,767,762
1181,767,764
1182,767,996
1183,798,651
1184,798,769
1185,798,793
1186,206,204
1187,206,240
1188,328,329
1189,328,393
1190,328,330
1191,334,335
1192,334,619
1193,359,346
1194,359,352
1195,359,360
1196,698,138
1197,698,147
1198,698,177
1199,698,272
1200,698,282
1201,698,618
1202,698,619
1203,698,638
1204,698,696
1205,698,697
1206,698,110
1207,698,165
1208,698,384
1209,698,468
1210,698,470
1211,698,660
1212,698,702
1213,698,703
1214,698,714
1215,698,840
1216,698,858
1217,698,883
1218,698,700
1219,57,79
1220,57,59
1221,53,55
1222,55,56
1223,55,110
1224,55,744
1225,59,795
1226,104,103
1227,56,311
1228,56,689
1229,56,745
1230,56,470
1231,56,744
1232,110,111
1233,110,114
1234,110,125
1235,110,112
1236,110,115
1237,110,118
1238,744,70
1239,744,299
1240,744,617
1241,744,166
1242,744,695
1243,744,745
1244,311,310
1245,311,745
1246,311,747
1247,311,470
1248,689,158
1249,689,233
1250,689,470
1251,689,520
1252,689,626
1253,689,641
1254,689,650
1255,689,660
1256,689,680
1257,689,778
1258,745,470
1259,745,714
1260,745,747
1261,79,80
1262,79,236
1263,195,191
1264,195,193
1265,195,196
1266,195,380
1267,61,469
1268,61,641
1269,61,63
1270,61,72
1271,61,143
1272,469,461
1273,469,467
1274,469,450
1275,469,470
1276,469,510
1277,469,519
1278,469,522
1279,469,679
1280,469,683
1281,469,685
1282,469,697
1283,469,722
1284,469,732
1285,469,881
1286,469,667
1287,469,959
1288,641,63
1289,641,152
1290,641,158
1291,641,305
1292,641,613
1293,641,625
1294,641,522
1295,641,523
1296,641,526
1297,641,635
1298,641,646
1299,641,647
1300,641,695
1301,641,707
1302,641,713
1303,641,717
1304,178,176
1305,178,281
1306,178,283
1307,178,356
1308,178,637
1309,178,699
1310,178,842
1311,178,904
1312,178,917
1313,178,918
1314,178,322
1315,178,515
1316,178,754
1317,178,880
1318,226,150
1319,226,253
1320,226,255
1321,248,247
1322,248,863
1323,248,250
1324,255,254
1325,255,252
1326,255,253
1327,255,318
1328,255,719
1329,322,154
1330,322,316
1331,322,386
1332,322,838
1333,322,842
1334,322,356
1335,470,467
1336,470,468
1337,470,476
1338,470,495
1339,470,540
1340,470,548
1341,470,696
1342,470,714
1343,470,753
1344,470,840
1345,470,880
1346,470,937
1347,470,950
1348,470,518
1349,470,520
1350,470,668
1351,509,508
1352,509,511
1353,509,529
1354,509,561
1355,509,596
1356,509,870
1357,531,430
1358,531,435
1359,531,456
1360,531,486
1361,531,503
1362,531,529
1363,531,530
1364,531,538
1365,531,540
1366,531,545
1367,531,550
1368,531,583
1369,531,887
1370,531,532
1371,531,535
1372,719,486
1373,719,545
1374,719,619
1375,719,163
1376,719,471
1377,719,720
1378,719,721
1379,719,876
1380,734,164
1381,734,617
1382,734,619
1383,734,731
1384,734,685
1385,734,732
1386,734,757
1387,734,737
1388,734,740
1389,734,878
1390,734,952
1391,757,730
1392,757,753
1393,757,758
1394,757,789
1395,757,985
1396,757,779
1397,63,675
1398,63,563
1399,63,608
1400,675,115
1401,675,168
1402,675,93
1403,675,128
1404,675,150
1405,675,164
1406,675,191
1407,675,669
1408,675,676
1409,675,677
1410,675,687
1411,675,704
1412,675,807
1413,675,851
1414,675,1002
1415,145,146
1416,145,154
1417,145,618
1418,145,149
1419,145,151
1420,145,192
1421,145,277
1422,145,620
1423,192,191
1424,192,277
1425,192,300
1426,192,304
1427,192,910
1428,287,67
1429,287,121
1430,287,241
1431,287,288
1432,287,310
1433,288,122
1434,288,242
1435,288,637
1436,67,68
1437,67,69
1438,67,121
1439,67,241
1440,67,523
1441,67,524
1442,68,122
1443,69,70
1444,69,129
1445,69,502
1446,69,549
1447,69,637
1448,69,691
1449,69,130
1450,69,158
1451,69,238
1452,69,241
1453,69,300
1454,121,122
1455,121,127
1456,121,137
1457,121,523
1458,241,242
1459,523,483
1460,523,519
1461,523,522
1462,523,524
1463,523,683
1464,523,927
1465,523,1014
1466,524,889
1467,524,683
1468,122,126
1469,70,147
1470,70,159
1471,70,368
1472,70,238
1473,70,242
1474,129,127
1475,129,128
1476,129,133
1477,129,575
1478,129,660
1479,129,868
1480,502,463
1481,502,491
1482,502,492
1483,502,496
1484,502,383
1485,502,503
1486,502,504
1487,502,510
1488,502,539
1489,502,551
1490,502,572
1491,502,605
1492,502,713
1493,502,541
1494,502,549
1495,549,467
1496,549,496
1497,549,539
1498,549,550
1499,549,551
1500,549,714
1501,637,281
1502,637,374
1503,637,471
1504,637,473
1505,637,635
1506,637,293
1507,637,638
1508,637,640
1509,637,857
1510,637,691
1511,637,695
1512,637,699
1513,637,780
1514,691,158
1515,691,616
1516,691,640
1517,691,635
1518,691,695
1519,691,697
1520,691,783
1521,691,785
1522,147,127
1523,147,148
1524,147,272
1525,147,368
1526,147,639
1527,147,696
1528,147,702
1529,147,721
1530,147,299
1531,159,158
1532,159,160
1533,368,670
1534,368,876
1535,368,369
1536,368,613
1537,368,856
1538,229,77
1539,229,297
1540,72,207
1541,207,208
1542,207,589
1543,144,143
1544,106,103
1545,106,109
1546,204,203
1547,204,243
1548,204,293
1549,204,297
1550,297,77
1551,608,208
1552,608,584
1553,608,606
1554,651,198
1555,651,77
1556,651,138
1557,651,350
1558,651,563
1559,651,647
1560,651,652
1561,651,685
1562,651,742
1563,651,791
1564,651,815
1565,651,816
1566,651,819
1567,651,834
1568,651,881
1569,791,166
1570,791,633
1571,791,492
1572,791,792
1573,791,793
1574,791,800
1575,791,802
1576,791,807
1577,791,820
1578,791,827
1579,791,801
1580,791,808
1581,791,994
1582,909,600
1583,909,857
1584,909,905
1585,909,596
1586,909,910
1587,909,911
1588,193,186
1589,193,191
1590,193,196
1591,193,272
1592,193,450
1593,193,453
1594,203,186
1595,277,153
1596,277,149
1597,277,271
1598,277,273
1599,277,289
1600,277,309
1601,277,642
1602,277,800
1603,277,291
1604,277,292
1605,653,302
1606,653,652
1607,653,660
1608,653,694
1609,653,792
1610,653,835
1611,77,743
1612,743,737
1613,82,86
1614,82,182
1615,86,480
1616,86,520
1617,86,621
1618,86,628
1619,86,868
1620,86,869
1621,86,870
1622,86,887
1623,86,889
1624,86,985
1625,869,232
1626,869,457
1627,869,867
1628,869,868
1629,869,892
1630,869,911
1631,869,899
1632,480,478
1633,480,548
1634,480,786
1635,480,486
1636,480,526
1637,480,830
1638,520,118
1639,520,468
1640,520,493
1641,520,519
1642,520,137
1643,520,680
1644,520,717
1645,520,747
1646,520,880
1647,520,887
1648,520,521
1649,621,618
1650,621,154
1651,621,630
1652,621,714
1653,628,639
1654,628,693
1655,628,714
1656,868,575
1657,868,668
1658,868,847
1659,868,863
1660,868,867
1661,868,912
1662,868,870
1663,868,872
1664,868,893
1665,870,529
1666,870,857
1667,870,863
1668,870,855
1669,870,859
1670,870,873
1671,870,874
1672,887,521
1673,887,519
1674,887,888
1675,887,1014
1676,985,776
1677,985,984
1678,985,753
1679,985,942
1680,985,944
1681,88,828
1682,88,89
1683,828,817
1684,828,818
1685,828,829
1686,89,563
1687,89,606
1688,563,127
1689,563,478
1690,563,517
1691,563,539
1692,563,472
1693,563,547
1694,563,564
1695,563,606
1696,563,787
1697,563,565
1698,563,900
1699,606,539
1700,606,541
1701,606,547
1702,606,565
1703,606,544
1704,910,174
1705,910,639
1706,910,540
1707,910,638
1708,910,681
1709,910,976
1710,910,1022
1711,92,93
1712,93,94
1713,142,141
1714,142,484
1715,141,117
1716,148,117
1717,148,617
1718,415,414
1719,415,416
1720,585,584
1721,585,587
1722,585,594
1723,585,596
1724,585,589
1725,596,594
1726,596,597
1727,596,600
1728,617,146
1729,617,164
1730,617,616
1731,617,619
1732,617,697
1733,617,701
1734,617,878
1735,660,163
1736,660,174
1737,660,659
1738,660,167
1739,660,511
1740,660,664
1741,660,668
1742,660,670
1743,660,693
1744,660,714
1745,660,721
1746,660,747
1747,109,186
1748,109,117
1749,186,188
1750,186,189
1751,186,209
1752,114,112
1753,114,113
1754,114,127
1755,125,118
1756,112,143
1757,115,116
1758,115,117
1759,115,127
1760,115,133
1761,115,138
1762,115,282
1763,116,154
1764,116,118
1765,116,137
1766,116,281
1767,116,699
1768,154,271
1769,154,486
1770,154,618
1771,154,620
1772,154,680
1773,154,321
1774,117,118
1775,118,123
1776,118,137
1777,118,281
1778,118,699
1779,123,124
1780,137,130
1781,137,126
1782,137,138
1783,137,519
1784,137,522
1785,137,697
1786,137,699
1787,137,881
1788,137,281
1789,281,271
1790,281,273
1791,281,282
1792,281,289
1793,281,697
1794,281,699
1795,281,310
1796,699,697
1797,699,700
1798,120,119
1799,127,126
1800,127,565
1801,127,128
1802,127,517
1803,126,157
1804,126,293
1805,126,519
1806,126,522
1807,157,293
1808,157,519
1809,157,161
1810,157,166
1811,157,485
1812,157,613
1813,293,294
1814,128,132
1815,133,132
1816,133,135
1817,575,532
1818,575,533
1819,575,574
1820,575,572
1821,575,576
1822,575,577
1823,575,583
1824,575,591
1825,575,595
1826,575,859
1827,130,131
1828,132,165
1829,165,134
1830,165,163
1831,165,164
1832,165,670
1833,135,134
1834,134,381
1835,134,382
1836,381,136
1837,381,382
1838,382,136
1839,138,282
1840,138,519
1841,519,465
1842,519,483
1843,519,496
1844,519,450
1845,519,467
1846,519,522
1847,519,875
1848,519,888
1849,522,493
1850,522,510
1851,522,881
1852,522,683
1853,697,176
1854,697,289
1855,697,467
1856,697,510
1857,697,616
1858,697,695
1859,697,551
1860,697,640
1861,697,701
1862,697,713
1863,697,721
1864,881,683
1865,881,713
1866,881,880
1867,881,510
1868,881,679
1869,282,149
1870,282,615
1871,282,700
1872,282,714
1873,713,510
1874,713,633
1875,713,692
1876,713,701
1877,713,707
1878,713,459
1879,713,551
1880,713,614
1881,713,714
1882,713,717
1883,713,720
1884,713,715
1885,714,468
1886,714,498
1887,714,503
1888,714,511
1889,714,513
1890,714,493
1891,714,664
1892,714,747
1893,714,880
1894,714,716
1895,484,483
1896,484,497
1897,143,150
1898,143,321
1899,150,290
1900,150,284
1901,150,676
1902,146,177
1903,146,272
1904,146,619
1905,618,321
1906,618,331
1907,618,486
1908,618,616
1909,618,177
1910,618,615
1911,618,620
1912,618,877
1913,618,879
1914,177,176
1915,177,619
1916,177,843
1917,177,272
1918,272,191
1919,272,196
1920,272,271
1921,272,411
1922,272,696
1923,272,736
1924,272,299
1925,272,681
1926,272,702
1927,639,620
1928,639,638
1929,639,696
1930,639,721
1931,639,772
1932,639,771
1933,696,167
1934,696,638
1935,696,695
1936,696,700
1937,696,702
1938,702,701
1939,702,700
1940,702,704
1941,721,268
1942,721,270
1943,721,631
1944,721,677
1945,721,355
1946,721,681
1947,721,722
1948,721,732
1949,721,763
1950,721,776
1951,721,725
1952,149,247
1953,290,284
1954,290,289
1955,290,294
1956,290,676
1957,290,747
1958,151,167
1959,167,166
1960,167,170
1961,167,479
1962,167,490
1963,167,634
1964,167,664
1965,167,680
1966,167,693
1967,167,731
1968,167,747
1969,167,750
1970,167,771
1971,167,308
1972,167,369
1973,153,152
1974,153,800
1975,153,811
1976,152,613
1977,152,649
1978,152,800
1979,152,811
1980,152,533
1981,152,774
1982,613,612
1983,613,161
1984,613,485
1985,613,615
1986,613,626
1987,613,636
1988,613,645
1989,613,759
1990,613,764
1991,613,1014
1992,613,1015
1993,649,774
1994,800,801
1995,800,811
1996,811,785
1997,811,640
1998,811,813
1999,271,273
2000,271,274
2001,271,283
2002,271,286
2003,271,291
2004,486,430
2005,486,456
2006,486,471
2007,486,473
2008,486,485
2009,486,476
2010,486,497
2011,486,503
2012,486,511
2013,486,515
2014,486,540
2015,486,583
2016,486,636
2017,486,532
2018,486,877
2019,620,548
2020,620,619
2021,620,497
2022,620,771
2023,620,961
2024,620,970
2025,680,183
2026,680,679
2027,680,877
2028,680,880
2029,680,682
2030,680,683
2031,680,684
2032,680,876
2033,680,878
2034,680,927
2035,485,489
2036,485,493
2037,485,496
2038,485,547
2039,616,330
2040,616,491
2041,616,176
2042,616,612
2043,616,619
2044,616,622
2045,616,635
2046,616,701
2047,616,878
2048,616,962
2049,616,964
2050,616,973
2051,619,330
2052,619,493
2053,619,612
2054,619,498
2055,619,511
2056,619,615
2057,619,631
2058,619,779
2059,619,919
2060,619,1006
2061,619,1010
2062,878,730
2063,878,735
2064,878,737
2065,878,879
2066,878,880
2067,838,837
2068,838,841
2069,838,842
2070,838,1012
2071,838,843
2072,838,844
2073,838,846
2074,838,914
2075,158,160
2076,158,166
2077,158,175
2078,158,472
2079,158,612
2080,158,169
2081,158,182
2082,158,635
2083,160,161
2084,160,629
2085,166,168
2086,166,173
2087,166,196
2088,166,247
2089,166,659
2090,175,646
2091,175,647
2092,175,692
2093,175,695
2094,175,180
2095,175,642
2096,472,471
2097,472,599
2098,472,492
2099,472,525
2100,612,614
2101,612,622
2102,612,626
2103,612,763
2104,612,775
2105,612,625
2106,612,635
2107,612,756
2108,161,483
2109,161,636
2110,629,283
2111,629,291
2112,629,292
2113,629,614
2114,629,622
2115,629,630
2116,629,631
2117,629,635
2118,629,710
2119,629,841
2120,629,846
2121,629,1014
2122,629,777
2123,629,780
2124,629,1015
2125,483,457
2126,483,478
2127,483,496
2128,636,626
2129,636,633
2130,636,635
2131,636,630
2132,636,857
2133,162,163
2134,162,164
2135,162,176
2136,162,180
2137,162,173
