Source,Target,Type
235,236,Directed
235,1051,Directed
236,237,Directed
236,501,Directed
236,502,Directed
236,717,Directed
236,718,Directed
236,720,Directed
236,735,Directed
237,238,Directed
237,910,Directed
238,239,Directed
238,1092,Directed
239,240,Directed
240,241,Directed
240,546,Directed
240,547,Directed
240,1118,Directed
241,242,Directed
241,549,Directed
241,563,Directed
242,1154,Directed
243,244,Directed
244,245,Directed
245,246,Directed
246,247,Directed
246,276,Directed
246,747,Directed
249,250,Directed
250,251,Directed
252,253,Directed
252,1009,Directed
253,254,Directed
253,401,Directed
253,711,Directed
253,995,Directed
254,255,Directed
254,403,Directed
254,860,Directed
254,995,Directed
255,256,Directed
256,257,Directed
257,258,Directed
258,259,Directed
259,260,Directed
259,466,Directed
259,467,Directed
260,261,Directed
261,262,Directed
262,263,Directed
262,748,Directed
262,894,Directed
263,264,Directed
264,265,Directed
264,510,Directed
265,266,Directed
265,509,Directed
265,512,Directed
265,551,Directed
265,753,Directed
266,267,Directed
267,268,Directed
267,552,Directed
268,269,Directed
268,754,Directed
269,270,Directed
269,553,Directed
269,1125,Directed
270,271,Directed
270,760,Directed
270,1126,Directed
271,272,Directed
272,273,Directed
273,274,Directed
274,275,Directed
275,276,Directed
276,578,Directed
277,278,Directed
277,284,Directed
277,290,Directed
277,378,Directed
277,837,Directed
278,279,Directed
278,711,Directed
279,280,Directed
279,1008,Directed
280,281,Directed
280,287,Directed
280,292,Directed
280,433,Directed
280,434,Directed
281,756,Directed
281,896,Directed
281,897,Directed
282,283,Directed
282,555,Directed
284,285,Directed
284,291,Directed
284,296,Directed
284,297,Directed
284,310,Directed
284,404,Directed
284,405,Directed
284,847,Directed
284,848,Directed
285,286,Directed
286,287,Directed
287,865,Directed
288,289,Directed
289,290,Directed
291,292,Directed
292,293,Directed
292,435,Directed
293,294,Directed
294,295,Directed
297,298,Directed
297,865,Directed
297,866,Directed
298,782,Directed
298,783,Directed
299,300,Directed
299,314,Directed
299,474,Directed
300,301,Directed
301,302,Directed
302,303,Directed
303,304,Directed
304,305,Directed
304,519,Directed
304,520,Directed
305,306,Directed
305,942,Directed
306,307,Directed
307,308,Directed
308,309,Directed
310,311,Directed
311,312,Directed
312,313,Directed
312,435,Directed
313,314,Directed
313,321,Directed
314,315,Directed
315,316,Directed
316,317,Directed
316,522,Directed
317,318,Directed
317,945,Directed
319,320,Directed
319,406,Directed
319,407,Directed
320,321,Directed
320,866,Directed
320,867,Directed
321,322,Directed
321,436,Directed
322,323,Directed
323,324,Directed
324,325,Directed
325,326,Directed
326,327,Directed
327,328,Directed
328,523,Directed
329,330,Directed
329,407,Directed
329,408,Directed
330,331,Directed
331,332,Directed
332,333,Directed
333,334,Directed
334,335,Directed
334,343,Directed
335,336,Directed
335,870,Directed
336,337,Directed
336,444,Directed
337,338,Directed
337,443,Directed
337,954,Directed
338,339,Directed
338,954,Directed
339,340,Directed
339,531,Directed
339,532,Directed
339,957,Directed
341,342,Directed
341,350,Directed
341,408,Directed
341,854,Directed
342,343,Directed
342,976,Directed
343,344,Directed
343,351,Directed
344,345,Directed
345,346,Directed
346,347,Directed
346,445,Directed
346,965,Directed
347,348,Directed
347,444,Directed
347,956,Directed
348,349,Directed
350,351,Directed
351,352,Directed
351,977,Directed
352,353,Directed
353,354,Directed
353,449,Directed
353,450,Directed
355,356,Directed
357,358,Directed
358,359,Directed
359,360,Directed
360,361,Directed
361,362,Directed
361,611,Directed
361,612,Directed
362,363,Directed
363,364,Directed
364,800,Directed
364,801,Directed
365,366,Directed
366,367,Directed
367,382,Directed
367,590,Directed
368,369,Directed
369,370,Directed
369,840,Directed
370,371,Directed
370,623,Directed
373,374,Directed
373,793,Directed
375,376,Directed
375,831,Directed
375,832,Directed
376,796,Directed
376,797,Directed
377,378,Directed
377,711,Directed
377,998,Directed
377,1006,Directed
379,380,Directed
379,986,Directed
380,381,Directed
381,382,Directed
383,384,Directed
384,385,Directed
385,386,Directed
386,387,Directed
387,388,Directed
389,390,Directed
389,861,Directed
390,391,Directed
390,855,Directed
392,393,Directed
394,395,Directed
394,987,Directed
395,396,Directed
396,397,Directed
397,669,Directed
398,399,Directed
399,682,Directed
400,401,Directed
400,424,Directed
401,402,Directed
401,731,Directed
401,732,Directed
401,1019,Directed
402,403,Directed
402,452,Directed
402,475,Directed
403,404,Directed
403,1008,Directed
405,406,Directed
407,851,Directed
409,410,Directed
409,862,Directed
409,1024,Directed
410,411,Directed
411,412,Directed
412,1014,Directed
413,414,Directed
413,876,Directed
413,1029,Directed
414,1015,Directed
415,416,Directed
416,417,Directed
416,669,Directed
416,670,Directed
416,883,Directed
417,418,Directed
418,419,Directed
419,420,Directed
420,421,Directed
421,422,Directed
421,690,Directed
421,691,Directed
422,683,Directed
424,425,Directed
424,712,Directed
425,426,Directed
426,427,Directed
428,429,Directed
428,732,Directed
428,733,Directed
429,430,Directed
429,732,Directed
429,1016,Directed
430,431,Directed
431,432,Directed
432,433,Directed
432,465,Directed
432,1019,Directed
433,434,Directed
433,1020,Directed
434,468,Directed
436,437,Directed
437,438,Directed
438,439,Directed
439,440,Directed
439,523,Directed
439,950,Directed
440,441,Directed
440,527,Directed
440,528,Directed
440,950,Directed
441,442,Directed
442,443,Directed
442,953,Directed
445,446,Directed
445,969,Directed
446,447,Directed
447,448,Directed
448,449,Directed
448,973,Directed
450,451,Directed
452,453,Directed
453,478,Directed
453,479,Directed
453,885,Directed
454,874,Directed
454,881,Directed
454,885,Directed
455,456,Directed
455,882,Directed
456,457,Directed
458,459,Directed
459,687,Directed
459,688,Directed
459,694,Directed
460,461,Directed
460,1045,Directed
461,462,Directed
461,1018,Directed
462,463,Directed
462,464,Directed
462,717,Directed
462,735,Directed
463,464,Directed
464,465,Directed
464,1047,Directed
465,466,Directed
465,748,Directed
467,468,Directed
468,469,Directed
468,1067,Directed
469,470,Directed
470,471,Directed
470,896,Directed
470,1068,Directed
471,472,Directed
472,473,Directed
473,474,Directed
473,899,Directed
475,476,Directed
476,477,Directed
477,478,Directed
477,900,Directed
478,479,Directed
479,620,Directed
480,481,Directed
481,482,Directed
482,483,Directed
482,628,Directed
483,484,Directed
484,485,Directed
486,487,Directed
487,488,Directed
487,672,Directed
488,489,Directed
489,490,Directed
489,675,Directed
490,491,Directed
490,674,Directed
491,492,Directed
491,494,Directed
491,495,Directed
492,493,Directed
497,696,Directed
497,893,Directed
498,499,Directed
499,500,Directed
499,689,Directed
499,698,Directed
500,501,Directed
502,503,Directed
503,504,Directed
503,1046,Directed
504,505,Directed
504,737,Directed
504,738,Directed
504,749,Directed
504,910,Directed
505,506,Directed
505,750,Directed
505,1052,Directed
506,507,Directed
506,751,Directed
507,508,Directed
508,509,Directed
508,752,Directed
508,753,Directed
508,1048,Directed
509,1053,Directed
510,511,Directed
510,758,Directed
511,512,Directed
512,513,Directed
512,554,Directed
512,759,Directed
513,1095,Directed
514,515,Directed
514,558,Directed
515,516,Directed
515,785,Directed
516,517,Directed
516,1108,Directed
517,518,Directed
518,519,Directed
520,521,Directed
521,522,Directed
523,524,Directed
523,951,Directed
524,525,Directed
525,526,Directed
526,527,Directed
528,529,Directed
529,530,Directed
530,531,Directed
532,533,Directed
532,959,Directed
533,534,Directed
534,956,Directed
535,536,Directed
535,591,Directed
536,1139,Directed
537,621,Directed
537,622,Directed
538,539,Directed
538,1110,Directed
539,540,Directed
540,1112,Directed
541,542,Directed
543,544,Directed
543,545,Directed
544,545,Directed
545,699,Directed
545,702,Directed
547,548,Directed
548,549,Directed
548,910,Directed
549,550,Directed
550,551,Directed
550,741,Directed
550,742,Directed
550,753,Directed
552,553,Directed
553,554,Directed
554,760,Directed
555,556,Directed
556,557,Directed
557,558,Directed
559,560,Directed
559,593,Directed
559,594,Directed
561,562,Directed
562,911,Directed
563,564,Directed
563,745,Directed
563,746,Directed
563,1154,Directed
564,565,Directed
565,566,Directed
566,567,Directed
566,580,Directed
567,568,Directed
567,775,Directed
568,569,Directed
569,570,Directed
570,571,Directed
572,573,Directed
574,575,Directed
575,576,Directed
575,1150,Directed
577,931,Directed
577,1164,Directed
578,766,Directed
578,767,Directed
579,580,Directed
580,581,Directed
580,1155,Directed
581,582,Directed
581,775,Directed
581,928,Directed
582,583,Directed
583,584,Directed
584,585,Directed
586,587,Directed
587,588,Directed
587,812,Directed
587,820,Directed
588,589,Directed
589,590,Directed
591,592,Directed
592,593,Directed
593,918,Directed
594,595,Directed
595,596,Directed
597,598,Directed
597,884,Directed
598,1072,Directed
598,1073,Directed
600,601,Directed
600,819,Directed
600,829,Directed
600,830,Directed
601,602,Directed
602,603,Directed
603,604,Directed
603,985,Directed
604,605,Directed
604,634,Directed
605,606,Directed
606,607,Directed
607,608,Directed
608,609,Directed
608,800,Directed
609,610,Directed
612,613,Directed
613,614,Directed
614,615,Directed
614,716,Directed
615,616,Directed
617,618,Directed
618,619,Directed
619,1139,Directed
620,621,Directed
623,624,Directed
623,841,Directed
624,625,Directed
625,626,Directed
626,627,Directed
628,862,Directed
629,902,Directed
633,842,Directed
633,991,Directed
633,992,Directed
634,635,Directed
635,636,Directed
636,637,Directed
637,638,Directed
638,639,Directed
639,640,Directed
641,642,Directed
642,643,Directed
643,644,Directed
643,984,Directed
644,645,Directed
646,647,Directed
647,648,Directed
649,650,Directed
650,651,Directed
651,652,Directed
651,813,Directed
653,654,Directed
654,655,Directed
655,656,Directed
657,658,Directed
658,659,Directed
659,660,Directed
660,661,Directed
661,662,Directed
662,663,Directed
663,664,Directed
664,665,Directed
665,824,Directed
666,667,Directed
667,668,Directed
671,672,Directed
671,673,Directed
673,674,Directed
674,890,Directed
675,676,Directed
676,677,Directed
679,680,Directed
680,681,Directed
682,683,Directed
682,1026,Directed
683,684,Directed
683,692,Directed
684,685,Directed
685,686,Directed
686,687,Directed
686,887,Directed
687,1030,Directed
688,689,Directed
688,1043,Directed
691,692,Directed
692,693,Directed
693,886,Directed
693,887,Directed
694,695,Directed
696,697,Directed
696,1081,Directed
697,698,Directed
698,699,Directed
698,700,Directed
698,907,Directed
698,908,Directed
699,700,Directed
701,702,Directed
702,1082,Directed
703,704,Directed
704,705,Directed
705,706,Directed
706,707,Directed
707,708,Directed
709,710,Directed
709,809,Directed
709,811,Directed
710,810,Directed
711,728,Directed
711,845,Directed
711,846,Directed
712,713,Directed
713,714,Directed
714,715,Directed
715,1031,Directed
717,736,Directed
720,721,Directed
721,722,Directed
722,723,Directed
722,1092,Directed
723,724,Directed
724,725,Directed
725,726,Directed
725,1091,Directed
725,1116,Directed
726,727,Directed
728,729,Directed
728,1009,Directed
728,1010,Directed
729,730,Directed
729,859,Directed
733,734,Directed
734,735,Directed
736,737,Directed
738,739,Directed
739,740,Directed
739,752,Directed
739,910,Directed
740,741,Directed
743,744,Directed
744,745,Directed
745,755,Directed
746,747,Directed
748,749,Directed
749,750,Directed
751,752,Directed
752,753,Directed
754,755,Directed
756,757,Directed
757,758,Directed
758,759,Directed
758,1069,Directed
760,761,Directed
761,762,Directed
762,763,Directed
763,764,Directed
764,765,Directed
765,766,Directed
766,922,Directed
767,768,Directed
768,769,Directed
768,935,Directed
768,1156,Directed
768,1157,Directed
769,770,Directed
770,771,Directed
771,772,Directed
772,773,Directed
773,774,Directed
776,777,Directed
777,778,Directed
778,779,Directed
779,780,Directed
781,782,Directed
781,897,Directed
781,898,Directed
783,784,Directed
784,785,Directed
786,787,Directed
787,788,Directed
788,789,Directed
789,790,Directed
790,791,Directed
791,792,Directed
792,949,Directed
793,794,Directed
794,795,Directed
795,796,Directed
795,844,Directed
797,798,Directed
798,799,Directed
799,800,Directed
801,802,Directed
802,807,Directed
803,804,Directed
804,805,Directed
805,806,Directed
806,807,Directed
808,809,Directed
809,810,Directed
813,814,Directed
814,815,Directed
815,816,Directed
816,817,Directed
817,818,Directed
818,819,Directed
821,822,Directed
822,823,Directed
824,825,Directed
825,826,Directed
826,827,Directed
827,828,Directed
828,829,Directed
829,983,Directed
830,831,Directed
832,833,Directed
835,836,Directed
836,837,Directed
838,839,Directed
839,840,Directed
842,987,Directed
843,993,Directed
846,847,Directed
846,996,Directed
846,997,Directed
848,849,Directed
849,850,Directed
850,851,Directed
851,852,Directed
852,853,Directed
853,854,Directed
856,857,Directed
857,858,Directed
859,860,Directed
862,1027,Directed
867,868,Directed
868,869,Directed
869,870,Directed
871,872,Directed
872,873,Directed
873,874,Directed
874,875,Directed
874,1028,Directed
876,877,Directed
877,878,Directed
878,879,Directed
880,881,Directed
882,883,Directed
884,885,Directed
884,1023,Directed
891,892,Directed
892,893,Directed
893,1044,Directed
894,895,Directed
894,1065,Directed
894,1066,Directed
895,896,Directed
896,1064,Directed
896,1069,Directed
898,899,Directed
900,901,Directed
902,903,Directed
903,904,Directed
905,906,Directed
907,1082,Directed
908,909,Directed
911,912,Directed
913,914,Directed
915,916,Directed
916,917,Directed
918,919,Directed
918,1128,Directed
918,1129,Directed
919,920,Directed
919,1131,Directed
920,921,Directed
922,923,Directed
924,925,Directed
925,926,Directed
926,927,Directed
928,929,Directed
929,930,Directed
933,934,Directed
935,936,Directed
936,937,Directed
938,939,Directed
939,940,Directed
940,941,Directed
942,943,Directed
943,944,Directed
945,946,Directed
946,947,Directed
947,948,Directed
948,949,Directed
950,952,Directed
954,955,Directed
955,956,Directed
957,958,Directed
958,959,Directed
959,960,Directed
959,962,Directed
960,961,Directed
962,963,Directed
963,964,Directed
965,966,Directed
965,968,Directed
966,967,Directed
968,969,Directed
969,970,Directed
971,972,Directed
974,975,Directed
974,978,Directed
975,976,Directed
979,980,Directed
980,981,Directed
981,982,Directed
982,983,Directed
984,985,Directed
987,988,Directed
988,989,Directed
990,991,Directed
993,994,Directed
995,996,Directed
995,1010,Directed
998,999,Directed
998,1001,Directed
998,1002,Directed
999,1000,Directed
1002,1003,Directed
1003,1004,Directed
1004,1005,Directed
1006,1007,Directed
1011,1012,Directed
1011,1013,Directed
1014,1015,Directed
1016,1017,Directed
1017,1018,Directed
1019,1020,Directed
1021,1022,Directed
1024,1025,Directed
1025,1026,Directed
1031,1033,Directed
1034,1035,Directed
1038,1039,Directed
1040,1041,Directed
1041,1042,Directed
1046,1047,Directed
1049,1050,Directed
1050,1051,Directed
1054,1055,Directed
1055,1056,Directed
1056,1057,Directed
1057,1058,Directed
1058,1059,Directed
1059,1060,Directed
1061,1062,Directed
1062,1063,Directed
1063,1064,Directed
1066,1067,Directed
1070,1071,Directed
1073,1074,Directed
1074,1075,Directed
1076,1077,Directed
1079,1080,Directed
1084,1085,Directed
1085,1086,Directed
1086,1087,Directed
1087,1088,Directed
1088,1089,Directed
1089,1090,Directed
1090,1091,Directed
1090,1115,Directed
1093,1094,Directed
1095,1096,Directed
1097,1098,Directed
1098,1099,Directed
1099,1100,Directed
1100,1101,Directed
1101,1102,Directed
1102,1103,Directed
1103,1104,Directed
1104,1105,Directed
1105,1106,Directed
1107,1108,Directed
1109,1111,Directed
1113,1114,Directed
1116,1117,Directed
1117,1118,Directed
1118,1119,Directed
1118,1124,Directed
1119,1120,Directed
1120,1121,Directed
1121,1122,Directed
1122,1123,Directed
1127,1128,Directed
1129,1130,Directed
1129,1140,Directed
1131,1132,Directed
1132,1133,Directed
1132,1142,Directed
1133,1134,Directed
1134,1135,Directed
1135,1136,Directed
1137,1138,Directed
1141,1142,Directed
1145,1146,Directed
1147,1148,Directed
1151,1152,Directed
1155,1156,Directed
1158,1159,Directed
1160,1161,Directed
1162,1163,Directed
1164,1165,Directed
1165,1166,Directed
1167,1168,Directed
1168,1169,Directed
1169,1170,Directed
1171,1172,Directed
1173,1174,Directed
