Source,Target,Type
15,2435,Directed
15,187,Directed
15,1864,Directed
15,3468,Directed
15,937,Directed
15,753,Directed
16,971,Directed
16,3287,Directed
16,592,Directed
16,3314,Directed
16,3541,Directed
17,3214,Directed
2931,1685,Directed
18,51,Directed
18,1004,Directed
18,3017,Directed
18,2646,Directed
18,2329,Directed
19,375,Directed
19,190,Directed
19,2323,Directed
19,2639,Directed
20,947,Directed
20,657,Directed
20,530,Directed
20,1962,Directed
20,1722,Directed
20,1931,Directed
20,1403,Directed
20,2750,Directed
20,693,Directed
20,36,Directed
20,974,Directed
22,1125,Directed
22,2611,Directed
23,275,Directed
23,2847,Directed
23,3731,Directed
23,1389,Directed
23,399,Directed
23,1452,Directed
23,250,Directed
23,3221,Directed
23,2985,Directed
23,3767,Directed
23,3062,Directed
23,3409,Directed
23,80,Directed
23,2454,Directed
23,2695,Directed
23,3684,Directed
23,1792,Directed
23,3550,Directed
23,1193,Directed
23,557,Directed
23,3816,Directed
23,2472,Directed
23,3755,Directed
23,415,Directed
23,2344,Directed
23,1370,Directed
23,911,Directed
24,2584,Directed
24,3392,Directed
24,393,Directed
24,1173,Directed
24,2770,Directed
24,2933,Directed
24,1530,Directed
24,2731,Directed
24,1149,Directed
24,3867,Directed
24,3135,Directed
24,879,Directed
24,3244,Directed
24,3096,Directed
24,373,Directed
24,1531,Directed
25,2062,Directed
25,828,Directed
25,146,Directed
25,1809,Directed
25,3015,Directed
25,2130,Directed
25,2859,Directed
26,3336,Directed
26,2248,Directed
26,1474,Directed
26,1667,Directed
26,2719,Directed
27,2193,Directed
27,1291,Directed
27,2823,Directed
28,2709,Directed
28,2176,Directed
28,2583,Directed
28,2789,Directed
28,3580,Directed
28,3056,Directed
28,2310,Directed
29,1911,Directed
29,1483,Directed
29,1322,Directed
29,2346,Directed
29,576,Directed
29,761,Directed
29,820,Directed
29,152,Directed
29,791,Directed
29,1574,Directed
29,780,Directed
30,3029,Directed
30,2109,Directed
30,1775,Directed
30,1961,Directed
30,2179,Directed
30,2694,Directed
30,48,Directed
30,3122,Directed
30,2984,Directed
30,3094,Directed
30,2449,Directed
30,342,Directed
30,965,Directed
30,229,Directed
30,3519,Directed
31,2794,Directed
31,3467,Directed
31,2148,Directed
32,946,Directed
32,2277,Directed
32,86,Directed
32,1046,Directed
33,62,Directed
33,456,Directed
33,3763,Directed
33,70,Directed
33,635,Directed
33,3493,Directed
33,3508,Directed
34,3727,Directed
34,3714,Directed
34,936,Directed
35,2597,Directed
35,1516,Directed
35,2899,Directed
35,2973,Directed
36,1403,Directed
36,2856,Directed
36,1962,Directed
36,657,Directed
3195,3613,Directed
3195,2455,Directed
38,2261,Directed
253,1576,Directed
253,3630,Directed
253,2225,Directed
253,1251,Directed
253,2238,Directed
253,3306,Directed
253,3690,Directed
253,1280,Directed
253,1162,Directed
253,1571,Directed
253,876,Directed
253,1694,Directed
253,492,Directed
253,2720,Directed
253,1127,Directed
253,3335,Directed
40,852,Directed
40,1344,Directed
41,3284,Directed
41,3161,Directed
41,2512,Directed
2919,1203,Directed
2919,277,Directed
2919,935,Directed
2919,1254,Directed
2919,847,Directed
2919,2214,Directed
2919,2041,Directed
42,775,Directed
42,2243,Directed
42,2008,Directed
42,1145,Directed
42,3254,Directed
43,625,Directed
43,730,Directed
43,1685,Directed
43,270,Directed
43,2618,Directed
43,951,Directed
43,1297,Directed
43,1136,Directed
43,478,Directed
43,2567,Directed
43,1286,Directed
43,2774,Directed
43,3333,Directed
44,932,Directed
44,2505,Directed
44,616,Directed
44,3713,Directed
45,201,Directed
46,386,Directed
46,2659,Directed
46,2160,Directed
46,1925,Directed
46,3511,Directed
46,372,Directed
46,1506,Directed
46,2303,Directed
46,1634,Directed
46,1706,Directed
46,749,Directed
46,2790,Directed
46,452,Directed
46,1936,Directed
46,2972,Directed
46,1100,Directed
46,2918,Directed
46,3026,Directed
46,2406,Directed
46,1673,Directed
46,2773,Directed
46,2250,Directed
46,2350,Directed
46,1050,Directed
46,1060,Directed
46,1457,Directed
46,3054,Directed
46,72,Directed
46,1553,Directed
46,1114,Directed
46,3525,Directed
46,2064,Directed
46,3791,Directed
46,1595,Directed
46,1177,Directed
46,1596,Directed
46,2935,Directed
46,545,Directed
46,1840,Directed
46,423,Directed
46,1788,Directed
46,2890,Directed
46,603,Directed
46,1498,Directed
46,703,Directed
46,1073,Directed
46,1422,Directed
46,3283,Directed
46,2590,Directed
46,3431,Directed
46,354,Directed
46,1720,Directed
46,3291,Directed
46,3156,Directed
46,2804,Directed
46,2476,Directed
46,2036,Directed
46,1986,Directed
46,2588,Directed
46,3507,Directed
46,566,Directed
47,2933,Directed
47,2524,Directed
47,258,Directed
47,3775,Directed
47,369,Directed
47,2517,Directed
47,512,Directed
48,1202,Directed
48,1184,Directed
48,2661,Directed
48,1205,Directed
48,1961,Directed
48,1167,Directed
48,944,Directed
48,391,Directed
48,1092,Directed
48,3235,Directed
48,2365,Directed
48,2769,Directed
48,2549,Directed
48,1696,Directed
48,342,Directed
48,2206,Directed
48,126,Directed
48,1998,Directed
48,2571,Directed
48,2109,Directed
48,2241,Directed
48,2373,Directed
48,3394,Directed
48,2724,Directed
48,460,Directed
48,3659,Directed
48,938,Directed
48,1766,Directed
48,1950,Directed
48,3122,Directed
48,1977,Directed
48,229,Directed
48,2984,Directed
48,2688,Directed
48,2024,Directed
48,3519,Directed
48,1775,Directed
48,3339,Directed
48,3593,Directed
48,2821,Directed
48,258,Directed
48,2799,Directed
48,3797,Directed
48,3651,Directed
48,2998,Directed
48,3884,Directed
48,2478,Directed
48,1980,Directed
48,3870,Directed
48,2464,Directed
48,264,Directed
48,3143,Directed
48,1729,Directed
48,3244,Directed
48,362,Directed
48,672,Directed
48,3164,Directed
48,1075,Directed
48,3552,Directed
48,1399,Directed
48,2772,Directed
48,2179,Directed
48,1219,Directed
48,325,Directed
48,3883,Directed
48,2474,Directed
48,3437,Directed
48,908,Directed
48,3517,Directed
48,2449,Directed
48,3094,Directed
48,211,Directed
48,1557,Directed
48,1920,Directed
48,965,Directed
48,1497,Directed
49,3874,Directed
49,2921,Directed
49,2666,Directed
49,1790,Directed
49,2506,Directed
50,111,Directed
50,3090,Directed
50,187,Directed
50,1067,Directed
3348,2475,Directed
3348,564,Directed
51,767,Directed
51,3040,Directed
51,2646,Directed
51,2333,Directed
51,3666,Directed
51,3321,Directed
51,2623,Directed
51,3017,Directed
51,1456,Directed
51,2329,Directed
51,1004,Directed
51,3663,Directed
51,1832,Directed
51,2131,Directed
51,3740,Directed
51,2089,Directed
51,804,Directed
51,3044,Directed
52,1000,Directed
52,2348,Directed
53,3590,Directed
53,3766,Directed
53,517,Directed
53,3526,Directed
53,2455,Directed
54,3162,Directed
54,3399,Directed
54,1825,Directed
54,1028,Directed
54,1871,Directed
54,2034,Directed
54,679,Directed
54,962,Directed
54,195,Directed
55,1169,Directed
55,3644,Directed
55,2589,Directed
55,3200,Directed
55,3169,Directed
55,3487,Directed
55,3503,Directed
55,3150,Directed
55,3253,Directed
56,1883,Directed
56,2993,Directed
57,1801,Directed
57,2052,Directed
58,88,Directed
58,1941,Directed
58,1904,Directed
58,1343,Directed
58,449,Directed
59,2413,Directed
59,3574,Directed
60,2982,Directed
60,1343,Directed
60,2727,Directed
2921,3874,Directed
2921,1790,Directed
2921,3340,Directed
2921,1670,Directed
2921,2506,Directed
2921,3445,Directed
61,1526,Directed
61,3193,Directed
61,3278,Directed
62,2975,Directed
62,456,Directed
62,1504,Directed
62,281,Directed
62,2269,Directed
62,3052,Directed
62,70,Directed
62,1803,Directed
62,1983,Directed
62,3011,Directed
62,3843,Directed
63,266,Directed
63,2629,Directed
63,957,Directed
63,66,Directed
63,1133,Directed
63,192,Directed
63,2407,Directed
63,2886,Directed
63,2548,Directed
63,2939,Directed
63,797,Directed
63,1301,Directed
63,3482,Directed
64,2885,Directed
64,2008,Directed
64,3254,Directed
65,1203,Directed
65,2335,Directed
65,277,Directed
65,827,Directed
65,3254,Directed
65,3252,Directed
65,935,Directed
65,2031,Directed
65,561,Directed
65,1570,Directed
65,1218,Directed
65,501,Directed
65,2462,Directed
65,3113,Directed
65,2877,Directed
65,2497,Directed
65,2008,Directed
65,2041,Directed
2517,3775,Directed
2517,3254,Directed
2517,2008,Directed
2517,3823,Directed
67,828,Directed
67,540,Directed
67,991,Directed
67,1668,Directed
67,3104,Directed
67,2446,Directed
67,2159,Directed
67,3129,Directed
68,2625,Directed
68,3317,Directed
69,3641,Directed
70,456,Directed
70,635,Directed
70,3493,Directed
70,3508,Directed
71,1888,Directed
71,2247,Directed
72,386,Directed
72,2659,Directed
72,2160,Directed
72,1925,Directed
72,3511,Directed
72,372,Directed
72,1506,Directed
72,2303,Directed
72,3376,Directed
72,1634,Directed
72,1706,Directed
72,749,Directed
72,2790,Directed
72,2895,Directed
72,452,Directed
72,1936,Directed
72,2915,Directed
72,2972,Directed
72,1100,Directed
72,2918,Directed
72,3026,Directed
72,2406,Directed
72,1673,Directed
72,1702,Directed
72,3156,Directed
72,1038,Directed
72,2250,Directed
72,2350,Directed
72,1050,Directed
72,1060,Directed
72,1457,Directed
72,3054,Directed
72,1553,Directed
72,1114,Directed
72,3525,Directed
72,2064,Directed
72,1177,Directed
72,3791,Directed
72,1595,Directed
72,2363,Directed
72,1596,Directed
72,2935,Directed
72,545,Directed
72,1840,Directed
72,423,Directed
72,1788,Directed
72,2890,Directed
72,603,Directed
72,1498,Directed
72,723,Directed
72,703,Directed
72,1073,Directed
72,1422,Directed
72,3283,Directed
72,2590,Directed
72,3431,Directed
72,354,Directed
72,1720,Directed
72,3291,Directed
72,2773,Directed
72,2804,Directed
72,2476,Directed
72,2036,Directed
72,734,Directed
72,1986,Directed
72,2588,Directed
72,3507,Directed
72,566,Directed
74,840,Directed
2219,457,Directed
2219,869,Directed
2219,2976,Directed
2219,3256,Directed
2219,3274,Directed
2219,925,Directed
10,3845,Directed
10,2455,Directed
10,2067,Directed
10,307,Directed
10,3710,Directed
10,496,Directed
10,3590,Directed
10,2185,Directed
10,3766,Directed
10,2433,Directed
10,374,Directed
76,386,Directed
76,2659,Directed
76,575,Directed
76,452,Directed
76,2672,Directed
76,752,Directed
76,3844,Directed
76,734,Directed
76,1761,Directed
76,1702,Directed
76,529,Directed
76,697,Directed
76,1038,Directed
76,354,Directed
76,3476,Directed
76,3525,Directed
76,1595,Directed
76,1177,Directed
76,2268,Directed
76,545,Directed
76,1840,Directed
76,92,Directed
76,603,Directed
76,2112,Directed
76,1073,Directed
76,1673,Directed
76,3156,Directed
76,2036,Directed
76,1984,Directed
76,2412,Directed
76,566,Directed
77,3099,Directed
77,1874,Directed
77,2361,Directed
77,1929,Directed
77,1209,Directed
77,3303,Directed
77,2370,Directed
77,3852,Directed
77,309,Directed
77,1524,Directed
77,3382,Directed
77,590,Directed
77,2816,Directed
77,1119,Directed
77,3605,Directed
77,2201,Directed
77,2764,Directed
77,1609,Directed
77,315,Directed
77,3747,Directed
77,2592,Directed
77,1464,Directed
77,3082,Directed
78,3644,Directed
78,3762,Directed
78,285,Directed
78,2305,Directed
78,2547,Directed
78,3422,Directed
78,396,Directed
78,2310,Directed
78,3364,Directed
78,3253,Directed
78,134,Directed
78,1887,Directed
78,650,Directed
78,891,Directed
78,3200,Directed
78,2434,Directed
78,3485,Directed
78,421,Directed
78,363,Directed
78,2948,Directed
78,2589,Directed
78,1548,Directed
78,3367,Directed
78,3091,Directed
79,1900,Directed
79,2194,Directed
79,3540,Directed
79,1338,Directed
79,3208,Directed
79,1201,Directed
80,275,Directed
80,2847,Directed
80,3731,Directed
80,1389,Directed
80,399,Directed
80,1452,Directed
80,250,Directed
80,3755,Directed
80,2985,Directed
80,3767,Directed
80,415,Directed
80,3409,Directed
80,2454,Directed
80,2695,Directed
80,662,Directed
80,3684,Directed
80,1792,Directed
80,3550,Directed
80,1193,Directed
80,557,Directed
80,3816,Directed
80,2472,Directed
80,3221,Directed
80,3062,Directed
80,2344,Directed
80,1370,Directed
80,911,Directed
3393,1301,Directed
3393,797,Directed
81,3214,Directed
81,1454,Directed
81,293,Directed
81,3137,Directed
81,1964,Directed
81,1800,Directed
81,296,Directed
81,2293,Directed
81,2432,Directed
82,855,Directed
82,1039,Directed
82,3278,Directed
82,2796,Directed
82,322,Directed
82,2246,Directed
82,1164,Directed
82,3669,Directed
82,3063,Directed
82,1175,Directed
82,308,Directed
82,1787,Directed
82,1659,Directed
82,2022,Directed
82,1245,Directed
82,894,Directed
82,955,Directed
82,1132,Directed
82,1425,Directed
82,3396,Directed
82,2288,Directed
82,223,Directed
82,1197,Directed
82,887,Directed
82,2204,Directed
82,333,Directed
83,3294,Directed
83,3083,Directed
83,881,Directed
83,3571,Directed
83,2475,Directed
83,3579,Directed
83,2522,Directed
84,3568,Directed
85,2797,Directed
85,3513,Directed
86,946,Directed
86,3537,Directed
86,3035,Directed
86,3697,Directed
86,2277,Directed
87,3105,Directed
89,1877,Directed
90,2852,Directed
90,1658,Directed
90,1963,Directed
90,806,Directed
90,1115,Directed
91,3038,Directed
91,2710,Directed
91,1903,Directed
91,2003,Directed
91,3576,Directed
91,1455,Directed
91,113,Directed
91,889,Directed
91,3158,Directed
92,386,Directed
92,2659,Directed
92,1379,Directed
92,575,Directed
92,3038,Directed
92,752,Directed
92,3844,Directed
92,1761,Directed
92,1702,Directed
92,529,Directed
92,697,Directed
92,354,Directed
92,3476,Directed
92,3525,Directed
92,1595,Directed
92,1177,Directed
92,1840,Directed
92,603,Directed
92,2112,Directed
92,734,Directed
92,2036,Directed
92,2412,Directed
93,1727,Directed
93,619,Directed
94,2706,Directed
94,2455,Directed
94,1198,Directed
96,2817,Directed
96,706,Directed
96,3429,Directed
96,537,Directed
96,1428,Directed
96,1229,Directed
96,1312,Directed
96,1152,Directed
96,1684,Directed
96,3276,Directed
96,1968,Directed
96,1834,Directed
97,1561,Directed
97,377,Directed
97,1521,Directed
97,1547,Directed
97,1580,Directed
97,1675,Directed
97,2602,Directed
97,2502,Directed
97,2198,Directed
97,2391,Directed
97,1870,Directed
97,3497,Directed
97,155,Directed
97,1035,Directed
97,1346,Directed
97,2991,Directed
98,1645,Directed
98,2751,Directed
98,2170,Directed
99,2814,Directed
99,597,Directed
99,2302,Directed
99,254,Directed
99,406,Directed
99,3557,Directed
99,1783,Directed
99,2136,Directed
99,2247,Directed
99,3492,Directed
100,1371,Directed
101,1536,Directed
101,2992,Directed
101,529,Directed
101,3553,Directed
101,3865,Directed
101,1786,Directed
101,981,Directed
101,909,Directed
102,1086,Directed
102,1840,Directed
102,2036,Directed
103,2491,Directed
103,935,Directed
103,655,Directed
103,1664,Directed
103,819,Directed
104,2659,Directed
104,1673,Directed
104,1073,Directed
104,345,Directed
104,1702,Directed
104,529,Directed
104,137,Directed
104,1595,Directed
104,2802,Directed
104,1177,Directed
104,3267,Directed
104,1840,Directed
104,3156,Directed
104,3038,Directed
104,566,Directed
104,1984,Directed
104,2171,Directed
104,183,Directed
104,3844,Directed
104,3525,Directed
3209,798,Directed
3209,1441,Directed
3209,3881,Directed
3209,2528,Directed
3209,802,Directed
3209,971,Directed
3209,681,Directed
3209,1640,Directed
3209,1214,Directed
3209,3318,Directed
3209,402,Directed
3209,1158,Directed
3209,995,Directed
3209,2117,Directed
3209,2118,Directed
3209,1053,Directed
3209,819,Directed
3209,1620,Directed
3209,2751,Directed
3209,1057,Directed
3209,2753,Directed
3209,1727,Directed
3209,188,Directed
3209,202,Directed
3209,2885,Directed
3209,3138,Directed
3209,425,Directed
3209,1792,Directed
3209,3615,Directed
3209,2707,Directed
3209,160,Directed
3209,737,Directed
3209,2209,Directed
3209,730,Directed
3209,3676,Directed
3209,3152,Directed
3209,3288,Directed
3209,2471,Directed
3209,3619,Directed
3209,2035,Directed
3209,2038,Directed
3209,910,Directed
3209,1987,Directed
3209,619,Directed
3209,2157,Directed
106,1822,Directed
106,3512,Directed
106,2502,Directed
106,1117,Directed
106,799,Directed
106,1051,Directed
106,716,Directed
106,1742,Directed
106,2609,Directed
107,206,Directed
107,3761,Directed
107,1719,Directed
108,1954,Directed
108,896,Directed
108,1615,Directed
108,1281,Directed
108,340,Directed
108,1055,Directed
108,2479,Directed
108,3413,Directed
108,2486,Directed
108,2873,Directed
109,1301,Directed
109,797,Directed
109,2629,Directed
109,192,Directed
109,2548,Directed
110,3002,Directed
110,2953,Directed
110,2251,Directed
110,416,Directed
111,626,Directed
111,516,Directed
111,2674,Directed
111,2860,Directed
111,753,Directed
111,2435,Directed
111,187,Directed
111,2801,Directed
111,2116,Directed
111,2929,Directed
111,203,Directed
111,2884,Directed
111,831,Directed
111,2640,Directed
111,1067,Directed
111,3076,Directed
111,157,Directed
111,1419,Directed
111,1362,Directed
111,434,Directed
111,2217,Directed
111,3023,Directed
3544,3265,Directed
3544,2340,Directed
3544,3405,Directed
3212,2310,Directed
3212,989,Directed
3212,3011,Directed
3212,2589,Directed
3212,1548,Directed
3212,1089,Directed
3212,3790,Directed
3212,3580,Directed
3212,2269,Directed
3212,1347,Directed
3212,363,Directed
3212,819,Directed
3212,3101,Directed
3212,3074,Directed
3212,3052,Directed
3212,891,Directed
3212,551,Directed
3212,2735,Directed
3212,1187,Directed
3212,2902,Directed
114,2352,Directed
114,2712,Directed
115,1841,Directed
115,2044,Directed
116,1537,Directed
116,2993,Directed
117,169,Directed
117,2455,Directed
117,246,Directed
117,3711,Directed
117,517,Directed
117,3408,Directed
117,1225,Directed
117,3766,Directed
117,941,Directed
117,3006,Directed
117,1794,Directed
117,3526,Directed
118,2056,Directed
119,461,Directed
120,3599,Directed
120,2986,Directed
120,814,Directed
120,3529,Directed
120,441,Directed
121,3649,Directed
121,2222,Directed
122,2668,Directed
122,2734,Directed
122,1597,Directed
123,3065,Directed
123,695,Directed
123,1008,Directed
123,1619,Directed
123,845,Directed
123,1257,Directed
123,2981,Directed
123,2834,Directed
123,3159,Directed
123,520,Directed
123,2276,Directed
123,297,Directed
123,3670,Directed
124,3349,Directed
124,3682,Directed
124,1063,Directed
124,394,Directed
125,3380,Directed
125,1256,Directed
125,1229,Directed
125,1152,Directed
125,834,Directed
125,3276,Directed
125,1968,Directed
125,1877,Directed
125,3854,Directed
126,1184,Directed
126,2661,Directed
126,1205,Directed
126,1961,Directed
126,3254,Directed
126,1167,Directed
126,944,Directed
126,3235,Directed
126,2365,Directed
126,2769,Directed
126,1696,Directed
126,342,Directed
126,2206,Directed
126,3519,Directed
126,2571,Directed
126,2109,Directed
126,2241,Directed
126,2373,Directed
126,3394,Directed
126,2724,Directed
126,460,Directed
126,3659,Directed
126,1399,Directed
126,1950,Directed
126,3122,Directed
126,2984,Directed
126,2024,Directed
126,229,Directed
126,2008,Directed
126,1059,Directed
126,1775,Directed
126,2821,Directed
126,2799,Directed
126,1122,Directed
126,2998,Directed
126,211,Directed
126,2393,Directed
126,1644,Directed
126,2464,Directed
126,264,Directed
126,362,Directed
126,2449,Directed
126,3244,Directed
126,672,Directed
126,3164,Directed
126,1075,Directed
126,3552,Directed
126,1977,Directed
126,2772,Directed
126,2688,Directed
126,3797,Directed
126,325,Directed
126,1980,Directed
126,2474,Directed
126,3437,Directed
126,1497,Directed
126,2478,Directed
126,1557,Directed
126,965,Directed
127,1641,Directed
127,3498,Directed
127,1962,Directed
127,1033,Directed
127,2622,Directed
127,3495,Directed
129,953,Directed
129,2162,Directed
129,1578,Directed
129,3108,Directed
129,1444,Directed
129,2447,Directed
129,1054,Directed
129,2188,Directed
130,455,Directed
130,2584,Directed
130,1190,Directed
130,3316,Directed
130,245,Directed
130,2055,Directed
130,3536,Directed
130,1617,Directed
130,2424,Directed
130,3135,Directed
130,393,Directed
130,920,Directed
130,1678,Directed
130,2126,Directed
130,3392,Directed
130,3096,Directed
130,1500,Directed
130,2848,Directed
130,444,Directed
131,1848,Directed
131,1852,Directed
131,2114,Directed
131,762,Directed
131,2951,Directed
131,2669,Directed
131,1186,Directed
132,872,Directed
132,160,Directed
132,2485,Directed
132,260,Directed
133,2679,Directed
134,1169,Directed
134,2589,Directed
134,3364,Directed
134,1996,Directed
134,1548,Directed
134,863,Directed
134,1582,Directed
134,525,Directed
134,1887,Directed
134,2390,Directed
134,3091,Directed
134,3739,Directed
134,285,Directed
134,3422,Directed
134,2305,Directed
134,3418,Directed
134,551,Directed
134,398,Directed
134,363,Directed
134,2434,Directed
135,227,Directed
135,596,Directed
136,1340,Directed
136,1752,Directed
136,2417,Directed
137,2659,Directed
137,2483,Directed
137,3167,Directed
137,2487,Directed
137,1379,Directed
137,3683,Directed
137,575,Directed
137,2802,Directed
137,2171,Directed
137,752,Directed
137,183,Directed
137,3844,Directed
137,345,Directed
137,1761,Directed
137,1702,Directed
137,529,Directed
137,697,Directed
137,247,Directed
137,566,Directed
137,1284,Directed
137,3525,Directed
137,2065,Directed
137,1595,Directed
137,1177,Directed
137,1840,Directed
137,211,Directed
137,603,Directed
137,2112,Directed
137,1073,Directed
137,3282,Directed
137,3294,Directed
137,1673,Directed
137,3156,Directed
137,3157,Directed
137,2036,Directed
137,1984,Directed
137,2412,Directed
137,2087,Directed
137,230,Directed
137,3826,Directed
137,2092,Directed
138,2668,Directed
138,1597,Directed
139,3389,Directed
139,3281,Directed
139,3564,Directed
139,1646,Directed
139,1518,Directed
140,2475,Directed
140,564,Directed
140,819,Directed
141,3520,Directed
141,1918,Directed
141,2960,Directed
141,1960,Directed
142,2584,Directed
142,1815,Directed
142,1889,Directed
142,2447,Directed
142,3049,Directed
143,2376,Directed
143,2853,Directed
143,2513,Directed
143,1670,Directed
143,1023,Directed
143,3457,Directed
143,2202,Directed
143,2657,Directed
144,1780,Directed
1245,895,Directed
1245,1039,Directed
1245,955,Directed
1245,2796,Directed
146,2062,Directed
146,3802,Directed
146,3129,Directed
146,1312,Directed
146,1809,Directed
146,3015,Directed
146,1310,Directed
146,1981,Directed
146,2234,Directed
146,2130,Directed
146,2859,Directed
147,825,Directed
147,3254,Directed
147,260,Directed
147,2597,Directed
147,2899,Directed
147,2008,Directed
147,2030,Directed
147,1516,Directed
147,2973,Directed
148,1443,Directed
148,1024,Directed
149,1651,Directed
149,454,Directed
149,444,Directed
150,1584,Directed
150,2061,Directed
150,3499,Directed
3174,868,Directed
3174,1690,Directed
3174,933,Directed
3174,3198,Directed
3174,1469,Directed
3174,1599,Directed
3174,3088,Directed
